V1,V2,V3
i.24.4.7.004,0,0.006
i.24.4.7.006,0,0.03
i.24.4.8.001,0,0.04
i.24.4.8.004,0,0.041
i.24.4.8.007,0,0.081
i.24.4.9.004,0,0.042
i.24.4.9.005,0,0.04
i.24.4.9.008,0,0.047
i.24.7.101.001,0,0.048
i.24.7.101.004,0,0.056
i.24.7.102.003,0,0.003
i.24.7.102.004,0,0.003
i.24.7.102.007,0,0.003
i.24.7.104.004,0,0.003
i.24.7.105.004,0,0.03
i.24.7.107.004,0,0.003
i.24.7.107.005,0,0.003
i.24.7.109.002,0,0.005
i.24.7.110.001,0,0.003
i.24.7.112.004,0,0.003
i.24.7.115.002,0,0.003
i.24.7.118.008,0,0.033
i.24.7.61.007,0,0.035
i.24.7.61.010,0,0.003
i.24.7.67.002,0,0.003
i.24.7.68.005,0,0.003
i.24.7.69.001,0,0.006
i.24.7.71.004,0,0.003
i.24.7.71.005,0,0.003
i.24.7.71.010,0,0.015
i.24.7.72.001,0,0.003
i.24.7.73.005,0,0.003
i.24.7.73.006,0,0.003
i.24.7.73.007,0,0.003
i.24.7.74.009,0,0.184
i.24.7.75.001,0,0.003
i.24.7.77.001,0,0.003
i.24.7.81.005,0,0.017
i.24.7.81.006,0,0.036
i.24.7.82.004,0,0.003
i.24.7.82.005,0,0.003
i.24.7.84.010,0,0.085
i.24.7.92.005,0,0.017
i.24.7.95.003,0,0.003
i.24.7.95.006,0,0.051
i.24.7.95.009,0,0.003
i.24.7.97.001,0,0.003
i.24.7.97.002,0,0.003
i.40.2.15.002,0,0.003
i.47.4.1.005,0,0.097
i.47.4.1.009,0,0.04
i.47.4.1.013,0,0.044
i.47.4.1.014,0,0.043
i.47.4.1.021,0,0.044
i.47.4.1.029,0,0.046
i.47.4.10.004,0,0.051
i.47.4.10.009,0,0.029
i.47.4.11.001,0,0.046
i.47.4.11.004,0,0.043
i.47.4.11.007,1,0.044
i.47.4.11.010,0,0.048
i.47.4.11.039,0,0.057
i.47.4.11.046,0,0.043
i.47.4.12.001,0,0.041
i.47.4.14.001,0,0.02
i.47.4.14.003,0,0.09
i.47.4.14.009,0,0.081
i.47.4.14.020,0,0.148
i.47.4.14.028,0,0.045
i.47.4.15.003,0,0.081
i.47.4.16.005,0,0.04
i.47.4.16.006,0,0.04
i.47.4.16.008,1,0.086
i.47.4.16.010,0,0.041
i.47.4.16.013,0,0.041
i.47.4.16.015,0,0.05
i.47.4.17.001,0,0.044
i.47.4.17.012,0,0.056
i.47.4.18.001,0,0.015
i.47.4.18.005,0,0.053
i.47.4.18.012,1,0.123
i.47.4.18.024,0,0.061
i.47.4.19.001,0,0.059
i.47.4.2.001,0,0.048
i.47.4.2.020,0,0.121
i.47.4.2.021,0,0.117
i.47.4.2.031,0,0.051
i.47.4.20.008,0,0.04
i.47.4.20.012,0,0.092
i.47.4.21.004,1,0.112
i.47.4.22.005,0,0.032
i.47.4.22.006,0,0.044
i.47.4.23.004,0,0.044
i.47.4.23.005,0,0.045
i.47.4.23.008,0,0.041
i.47.4.24.001,0,0.069
i.47.4.24.013,0,0.109
i.47.4.26.007,0,0.052
i.47.4.27.001,0,0.045
i.47.4.27.005,0,0.111
i.47.4.28.019,0,0.052
i.47.4.29.001,0,0.041
i.47.4.3.004,0,0.04
i.47.4.3.005,0,0.04
i.47.4.3.007,0,0.084
i.47.4.3.009,0,0.077
i.47.4.3.016,0,0.044
i.47.4.30.010,0,0.04
i.47.4.30.012,0,0.091
i.47.4.31.001,1,0.12
i.47.4.34.004,1,0.119
i.47.4.34.020,0,0.097
i.47.4.35.001,0,0.051
i.47.4.36.004,0,0.085
i.47.4.37.005,0,0.032
i.47.4.38.001,0,0.054
i.47.4.38.003,0,0.065
i.47.4.4.001,0,0.062
i.47.4.4.005,0,0.033
i.47.4.4.007,0,0.172
i.47.4.4.024,0,0.043
i.47.4.4.028,0,0.041
i.47.4.42.006,0,0.052
i.47.4.43.001,0,0.06
i.47.4.43.004,0,0.066
i.47.4.5.001,0,0.087
i.47.4.5.003,0,0.076
i.47.4.6.003,0,0.044
i.47.4.6.007,0,0.027
i.47.4.7.001,0,0.041
i.47.4.8.001,0,0.048
i.47.4.9.001,0,0.081
i.47.4.9.010,0,0.042
i.47.4.9.014,0,0.135
i.49.4.1.002,0,0.082
i.49.4.1.004,0,0.042
i.49.4.1.005,0,0.021
i.49.4.1.009,0,0.077
i.49.4.1.013,0,0.079
i.49.4.1.022,0,0.028
i.49.4.1.026,0,0.104
i.49.4.1.030,0,0.04
i.49.4.1.032,0,0.016
i.49.4.1.033,0,0.077
i.49.4.1.037,0,0.029
i.49.4.1.038,0,0.032
i.49.4.1.046,0,0.033
i.49.4.1.047,0,0.084
i.49.4.1.050,0,0.08
i.49.4.1.053,0,0.03
i.49.4.1.054,0,0.03
i.49.4.1.055,0,0.03
i.49.4.1.056,0,0.031
i.49.4.1.060,0,0.048
i.49.4.10.001,0,0.04
i.49.4.10.006,0,0.041
i.49.4.103.004,0,0.015
i.49.4.104.001,0,0.184
i.49.4.104.008,0,0.092
i.49.4.11.001,1,0.103
i.49.4.11.006,0,0.079
i.49.4.11.008,0,0.041
i.49.4.11.013,0,0.043
i.49.4.12.003,0,0.031
i.49.7.219.001,0,0.017
i.49.4.12.008,0,0.043
i.49.4.12.011,0,0.042
i.49.4.12.012,0,0.041
i.49.4.12.017,0,0.031
i.49.4.12.021,0,0.054
i.49.4.13.001,0,0.097
i.49.4.13.002,0,0.068
i.49.4.13.005,0,0.059
i.49.4.13.012,0,0.081
i.49.4.13.013,0,0.083
i.49.4.13.014,0,0.084
i.49.4.14.010,1,0.179
i.49.4.15.001,0,0.047
i.49.4.15.002,0,0.08
i.49.4.17.001,0,0.049
i.49.4.18.002,0,0.055
i.49.4.19.004,0,0.033
i.49.4.2.001,0,0.041
i.49.4.2.002,0,0.04
i.49.4.2.006,0,0.041
i.49.4.20.001,0,0.056
i.49.4.20.007,0,0.04
i.49.4.20.008,1,0.04
i.49.4.21.001,0,0.067
i.49.4.21.003,0,0.057
i.49.4.21.012,0,0.093
i.49.4.21.014,0,0.042
i.49.4.22.001,0,0.106
i.49.4.22.008,0,0.016
i.49.4.22.012,0,0.06
i.49.4.23.001,0,0.046
i.49.4.23.004,0,0.078
i.49.4.23.005,0,0.042
i.49.4.23.006,0,0.043
i.49.4.23.008,0,0.079
i.49.4.23.012,0,0.04
i.49.4.23.013,0,0.041
i.49.4.24.003,0,0.033
i.49.4.24.004,0,0.05
i.49.4.24.005,0,0.095
i.49.4.25.003,3,0.09
i.49.4.26.001,0,0.045
i.49.4.26.004,0,0.047
i.49.4.26.011,1,0.22
i.49.4.26.012,0,0.078
i.49.4.26.017,0,0.066
i.49.4.26.018,0,0.034
i.49.4.26.021,1,0.042
i.49.4.26.024,0,0.085
i.49.4.26.028,0,0.042
i.49.4.26.030,0,0.042
i.49.4.26.031,0,0.091
i.49.4.26.033,0,0.077
i.49.4.26.036,0,0.041
i.49.4.26.037,0,0.04
i.49.4.26.039,0,0.054
i.49.4.26.040,0,0.041
i.49.4.26.042,0,0.016
i.49.4.26.044,1,0.041
i.49.4.26.045,0,0.022
i.49.4.27.010,0,0.078
i.49.4.28.001,0,0.093
i.49.4.28.002,0,0.065
i.49.4.3.001,1,0.18
i.49.4.3.002,0,0.058
i.49.4.3.018,0,0.076
i.49.4.31.001,0,0.096
i.49.4.31.002,0,0.039
i.49.4.32.002,0,0.048
i.49.4.33.002,0,0.041
i.49.4.33.007,0,0.078
i.49.4.33.009,0,0.077
i.49.4.33.013,0,0.081
i.49.4.34.001,0,0.119
i.49.4.34.006,0,0.041
i.49.4.34.007,0,0.082
i.49.4.34.008,0,0.082
i.49.4.34.010,0,0.083
i.49.4.34.012,0,0.085
i.49.4.34.014,0,0.067
i.49.4.34.016,0,0.079
i.49.4.34.018,0,0.079
i.49.4.35.001,0,0.09
i.49.4.35.012,0,0.086
i.49.4.36.006,0,0.041
i.49.4.36.007,0,0.04
i.49.4.36.011,0,0.05
i.49.4.37.002,0,0.076
i.49.4.37.005,1,0.076
i.49.4.37.007,0,0.076
i.49.4.37.009,0,0.043
i.49.4.38.001,0,0.098
i.49.4.38.003,1,0.076
i.49.4.39.001,0,0.085
i.49.4.39.013,0,0.043
i.49.4.39.017,0,0.043
i.49.4.43.023,0,0.035
i.49.4.4.001,0,0.041
i.49.4.4.002,0,0.04
i.49.4.4.005,0,0.042
i.49.4.41.003,0,0.041
i.49.4.41.004,0,0.03
i.49.4.41.005,1,0.043
i.49.4.43.001,0,0.139
i.49.4.43.005,0,0.045
i.49.4.43.006,0,0.017
i.49.4.43.007,0,0.043
i.49.4.43.009,0,0.04
i.49.4.43.010,0,0.041
i.49.4.43.011,0,0.04
i.49.4.43.012,0,0.08
i.49.4.43.014,0,0.041
i.49.4.43.017,0,0.041
i.49.4.43.018,0,0.042
i.49.4.45.001,0,0.06
i.49.4.45.005,0,0.081
i.49.4.45.007,0,0.077
i.49.4.45.009,0,0.08
i.49.4.45.011,0,0.079
i.49.4.45.014,0,0.077
i.49.4.46.001,0,0.063
i.49.4.46.005,0,0.043
i.49.4.46.006,0,0.042
i.49.4.46.007,0,0.041
i.49.4.46.009,0,0.079
i.49.4.46.013,0,0.079
i.49.4.46.014,0,0.047
i.49.4.47.003,0,0.08
i.49.4.47.005,0,0.079
i.49.4.47.007,0,0.079
i.49.4.47.011,0,0.089
i.49.4.47.013,0,0.078
i.49.4.47.018,0,0.016
i.49.4.47.020,0,0.04
i.49.4.48.001,0,0.04
i.49.4.48.002,0,0.136
i.49.4.48.003,0,0.077
i.49.4.48.004,0,0.024
i.49.4.48.005,0,0.077
i.49.4.48.006,0,0.015
i.49.4.48.011,0,0.087
i.49.4.48.012,0,0.077
i.49.4.49.001,0,0.075
i.49.4.49.004,0,0.075
i.49.4.49.006,0,0.041
i.49.4.49.009,0,0.075
i.49.4.5.001,1,0.109
i.49.4.5.002,0,0.028
i.49.4.5.004,0,0.04
i.49.4.5.013,0,0.028
i.49.4.51.001,0,0.054
i.49.4.51.003,0,0.024
i.49.4.51.005,0,0.04
i.49.4.51.006,0,0.039
i.49.4.52.016,0,0.044
i.49.4.52.017,0,0.043
i.49.4.52.019,0,0.044
i.49.4.52.027,0,0.097
i.49.4.52.031,0,0.186
i.49.4.53.002,0,0.079
i.49.4.6.001,0,0.081
i.49.4.6.003,1,0.077
i.49.4.6.009,0,0.043
i.49.4.76.010,0,0.14
i.49.4.76.013,0,0.103
i.49.4.76.014,0,0.116
i.49.4.76.019,0,0.031
i.49.4.76.024,0,0.075
i.49.4.8.001,1,0.043
i.49.4.8.003,0,0.041
i.49.4.8.004,0,0.078
i.49.4.8.007,1,0.089
i.49.4.8.010,0,0.043
i.49.4.8.015,1,0.058
i.49.7.201.001,0,0.031
i.49.7.202.001,0,0.087
i.49.7.202.007,0,0.089
i.49.7.203.001,0,0.077
i.49.7.204.001,0,0.075
i.49.7.205.002,0,0.075
i.49.7.207.001,0,0.031
i.49.7.207.004,0,0.106
i.49.7.208.001,0,0.03
i.49.7.209.001,0,0.076
i.49.7.209.002,0,0.04
i.49.7.209.003,0,0.044
i.49.7.210.001,0,0.04
i.49.7.211.001,0,0.075
i.49.7.212.001,0,0.044
i.49.7.213.010,0,0.076
i.49.7.214.001,0,0.132
i.49.7.215.001,0,0.058
i.49.7.225.004,0,0.021
i.49.7.225.013,0,0.045
i.49.7.226.002,0,0.039
i.49.7.227.002,0,0.079
i.49.7.229.003,0,0.024
i.49.7.230.003,0,0.03
i.49.7.231.001,0,0.041
i.49.7.231.004,0,0.745
i.49.7.233.001,0,0.074
i.49.7.234.013,0,0.03
i.49.7.234.014,0,0.034
i.49.7.234.016,1,0.029
i.49.7.236.005,0,0.049
i.49.7.237.003,0,0.04
i.49.7.237.005,0,0.029
i.49.7.237.006,0,0.03
i.49.7.238.001,0,0.047
i.49.7.239.002,0,0.047
i.49.7.239.004,0,0.076
i.49.7.239.005,0,0.029
i.49.7.240.001,0,0.09
i.49.7.251.001,0,0.046
i.49.7.251.002,1,0.056
i.49.7.252.001,0,0.049
i.49.7.253.001,0,0.04
i.49.7.253.004,0,0.03
i.49.7.255.001,0,0.03
i.49.7.257.002,1,0.024
i.49.7.258.020,0,0.033
i.49.7.259.001,0,0.053
i.49.7.260.001,0,0.045
i.49.7.264.001,0,0.052
i.49.7.264.006,0,0.006
i.49.7.266.001,0,0.033
i.49.7.266.004,0,0.03
i.49.7.267.003,0,0.029
i.49.7.267.004,0,0.043
i.49.7.269.001,0,0.016
i.49.7.270.005,0,0.024
i.49.7.276.001,0,0.026
i.49.7.278.001,0,0.046
i.49.7.283.001,0,0.033
i.49.7.283.003,0,0.067
10069,0,0.119
10150,0,0.141
10081,0,0.046
10085,0,0.039
50073,0,0.129
50074,0,0.073
60025,1,0.107
60026,0,0.171
40004,0,0.052
40006,0,0.052
40034,2,4.605
40102,0,0.096
50042,0,0.053
50066,0,0.092
60000,0,0.06
60008,0,0.079
60020,0,0.116
60034,0,0.061
60036,0,0.117
60040,0,0.192
60064,0,0.096
100018,0,0.035
100024,0,0.035
100030,1,0.07
100032,0,0.072
100036,1,0.07
110024,0,0.25
120112,1,0.126
130000,0,0.248
130006,0,0.092
130008,1,0.07
130012,0,0.159
130026,1,0.046
150010,0,0.089
190130,0,0.158
190148,0,0.066
190150,0,0.376
190176,0,0.071
190190,0,0.073
190192,0,0.284
190194,0,0.197
190196,0,0.179
190204,0,0.196
190206,1,0.124
190214,0,0.22
260000,0,0.016
260002,1,0.042
260004,1,0.033
300008,0,0.051
300018,0,0.053
300022,0,0.138
400058,0,0.175
440000,0,0.068
470002,0,0.053
470004,0,0.065
470006,0,0.055
500004,1,0.045
500020,0,0.041
500038,0,0.052
500042,0,0.02
500044,0,0.02
610002,0,0.111
610006,0,0.112
610008,0,0.12
610010,0,0.043
620018,0,0.037
810112,0,0.129
810114,1,0.496
810118,0,0.231
810122,1,0.249
810128,0,0.73
820006,0,0.074
820018,0,0.255
830000,0,0.151
830014,0,0.376
840028,0,0.038
840038,0,0.049
900000,1,0.07
900012,2,0.421
900038,0,0.126
920006,0,0.156
920024,0,0.073
920032,0,0.143
920036,1,0.062
920042,0,0.057
920052,0,0.08
920060,0,0.14
920062,1,0.189
920068,0,0.14
920076,1,0.201
920080,0,0.134
1010084,0,0.096
1010184,0,0.116
1010194,0,0.044
1010196,0,0.202
1010220,0,0.042
1010230,0,0.204
1010234,0,0.072
1010236,0,0.028
1010238,0,0.085
1030027,0,0.058
1030028,0,0.084
1030029,0,0.057
1030032,0,0.087
1030036,0,0.152
1100000,1,0.047
1100008,0,0.104
1350010,0,0.042
1440040,1,0.02
1460000,0,0.044
1460008,0,0.032
1460012,0,0.088
1500000,0,0.088
2010000,0,0.063
2010002,0,0.062
2010004,0,0.06
2010006,0,0.068
2020034,0,0.025
i.18.4.1.002,0,0.045
i.18.4.1.010,0,0.089
i.18.4.1.014,0,0.051
i.18.4.1.027,0,0.048
i.18.4.1.028,0,0.046
i.18.4.1.040,0,0.076
i.18.4.1.052,0,0.016
i.18.4.10.001,0,0.075
i.18.4.10.008,0,0.141
i.18.4.10.009,0,0.073
i.18.4.10.020,0,0.043
i.18.4.10.021,0,0.084
i.18.4.10.024,0,0.076
i.18.4.10.027,0,0.04
i.18.4.10.030,0,0.046
i.18.4.11.061,0,0.06
i.18.4.11.072,0,0.045
i.18.4.11.074,1,0.107
i.18.4.11.077,0,0.04
i.18.4.11.078,0,0.016
i.18.4.12.001,0,0.06
i.18.4.12.008,0,0.066
i.18.4.12.011,0,0.068
i.18.4.12.013,0,0.051
i.18.4.12.014,0,0.065
i.18.4.12.021,0,0.093
i.18.4.13.001,0,0.276
i.18.4.13.009,0,0.091
i.18.4.14.001,0,0.056
i.18.4.15.001,0,0.091
i.18.4.16.001,0,0.168
i.18.4.16.002,0,0.052
i.18.4.16.005,0,0.053
i.18.4.16.016,0,0.051
i.18.4.16.025,0,0.05
i.18.4.16.049,0,0.063
i.18.4.17.003,0,0.118
i.18.4.18.001,0,0.155
i.18.4.18.002,0,0.072
i.18.4.19.011,0,0.042
i.18.4.2.001,0,0.287
i.18.4.2.005,0,0.041
i.18.4.2.006,0,0.078
i.18.4.2.008,0,0.042
i.18.4.2.009,0,0.042
i.18.4.2.011,0,0.079
i.18.4.2.013,0,0.096
i.18.4.2.017,0,0.087
i.18.4.2.019,0,0.036
i.18.4.2.021,0,0.045
i.18.4.2.023,0,0.087
i.18.4.2.027,0,0.045
i.18.4.21.001,0,0.082
i.18.4.21.002,0,0.017
i.18.4.21.007,0,0.044
i.18.4.21.009,0,0.172
i.18.4.22.001,0,0.05
i.18.4.22.004,0,0.042
i.18.4.22.008,0,0.079
i.18.4.22.010,0,0.039
i.18.4.23.001,0,0.077
i.18.4.23.002,0,0.03
i.18.4.23.006,0,0.04
i.18.4.23.007,0,0.04
i.18.4.23.014,0,0.043
i.18.4.23.015,0,0.043
i.18.4.23.018,0,0.145
i.18.4.25.001,0,0.157
i.18.4.25.009,0,0.094
i.18.4.26.006,2,0.088
i.18.4.27.002,0,0.085
i.18.4.29.005,0,0.274
i.18.4.3.019,0,0.17
i.18.4.3.025,0,0.261
i.18.4.3.039,0,0.151
i.18.4.3.040,0,0.081
i.18.4.3.048,0,0.129
i.18.4.3.053,0,0.059
i.18.4.3.056,0,0.056
i.18.4.3.058,0,0.122
i.18.4.3.067,1,0.138
i.18.4.3.069,0,0.063
i.18.4.3.074,1,0.132
i.18.4.3.082,0,0.065
i.18.4.3.083,0,0.108
i.18.4.30.010,0,0.041
i.18.4.30.013,0,0.112
i.18.4.30.015,0,0.044
i.18.4.30.021,0,0.041
i.18.4.32.001,0,0.116
i.18.4.36.005,0,0.044
i.18.4.36.011,0,0.043
i.18.4.36.013,0,0.095
i.18.4.36.015,0,0.003
i.18.4.36.017,0,0.003
i.18.4.39.004,0,0.043
i.18.4.39.006,0,0.043
i.18.4.4.005,0,0.053
i.18.4.4.007,0,0.051
i.18.4.4.008,0,0.052
i.18.4.4.031,0,0.102
i.18.4.43.001,0,0.04
i.18.4.44.001,0,0.043
i.18.4.44.003,1,0.101
i.18.4.45.001,0,0.016
i.18.4.45.002,0,0.03
i.18.4.45.004,0,0.044
i.18.4.45.007,0,0.045
i.18.4.47.001,0,0.084
i.18.4.47.004,0,0.061
i.18.4.48.009,0,0.17
i.18.4.48.012,0,0.046
i.18.4.5.004,3,0.08
i.18.4.59.001,0,0.097
i.18.4.59.003,0,0.041
i.18.4.59.005,0,0.03
i.18.4.8.001,0,0.017
i.18.4.8.018,0,0.078
i.18.4.8.023,1,0.04
i.18.4.8.025,0,0.042
i.18.4.8.027,0,0.137
i.18.4.8.028,0,0.071
i.18.4.8.032,0,0.041
i.18.4.8.033,0,0.041
i.18.4.8.043,0,0.066
i.18.4.9.005,0,0.076
i.18.4.9.006,0,0.052
i.18.7.105.001,0,0.029
i.18.7.113.001,0,0.015
i.18.7.115.001,0,0.288
i.18.7.117.007,0,0.111
i.18.7.121.002,0,0.041
i.18.7.123.002,0,0.022
i.18.7.124.001,0,0.065
i.18.7.124.010,0,0.099
i.18.7.125.009,0,0.303
i.18.7.126.006,0,0.622
i.18.7.127.005,0,0.042
i.18.7.128.007,0,0.116
i.18.7.129.001,0,0.017
i.18.7.130.001,0,0.007
i.18.7.131.001,0,0.252
i.18.7.133.001,0,0.056
i.18.7.133.004,0,0.056
i.18.7.135.003,0,0.062
i.18.7.138.019,1,0.089
i.18.7.139.003,0,0.033
i.18.7.139.008,0,0.006
i.18.7.143.001,0,0.053
i.18.7.144.007,0,0.081
i.18.7.147.001,1,0.095
i.18.7.148.001,0,0.055
i.69.4.10.001,0,0.104
i.69.4.10.002,0,0.049
i.69.4.10.004,0,0.08
i.69.4.37.014,0,0.076
i.69.4.10.005,0,0.065
i.69.4.10.006,0,0.034
i.69.4.10.008,0,0.065
i.69.4.10.010,0,0.038
i.69.4.100.006,0,0.077
i.69.4.100.007,0,0.079
i.69.4.100.022,0,0.105
i.69.4.100.025,0,0.111
i.69.4.100.029,0,0.089
i.69.4.100.039,2,0.067
i.69.4.101.001,0,0.027
i.69.4.141.001,0,0.028
i.69.4.142.001,0,0.037
i.69.4.101.002,0,0.015
i.69.4.101.004,0,0.015
i.69.4.101.005,0,0.039
i.69.4.101.006,0,0.039
i.69.4.101.009,0,0.046
i.69.4.101.012,0,0.034
i.69.4.101.015,0,0.043
i.69.4.101.016,0,0.041
i.69.4.101.018,0,0.041
i.69.4.101.019,0,0.042
i.69.4.101.024,0,0.112
i.69.4.102.002,0,0.041
i.69.4.102.003,0,0.016
i.69.4.102.005,0,0.042
i.69.4.102.022,0,0.05
i.69.4.102.026,0,0.048
i.69.4.109.001,1,0.275
i.69.4.103.002,0,0.016
i.69.4.103.007,0,0.141
i.69.4.103.010,0,0.139
i.69.4.103.015,0,0.115
i.69.4.103.017,0,0.059
i.69.4.103.021,0,0.178
i.69.4.103.023,0,0.15
i.69.4.105.001,0,0.095
i.69.4.105.009,0,0.079
i.69.4.106.001,0,0.069
i.69.4.106.005,0,0.074
i.69.4.107.001,0,0.006
i.69.4.107.002,0,0.006
i.69.4.108.001,0,0.003
i.69.4.108.002,0,0.003
i.69.4.108.010,0,0.003
i.69.4.11.001,0,0.155
i.69.4.11.002,0,0.072
i.69.4.11.007,0,0.031
i.69.4.11.010,0,0.061
i.69.4.14.017,0,0.035
i.69.4.11.018,0,0.075
i.69.4.11.020,0,0.091
i.69.4.110.002,0,0.003
i.69.4.110.011,0,0.118
i.69.4.110.013,0,0.046
i.69.4.110.018,0,0.073
i.69.4.110.023,0,0.041
i.69.4.110.024,0,0.015
i.69.4.110.027,0,0.015
i.69.4.111.003,0,0.013
i.69.4.113.001,0,0.059
i.69.4.113.002,0,0.024
i.69.4.113.003,0,0.046
i.69.4.114.001,0,0.003
i.69.4.114.002,0,0.003
i.69.4.114.003,0,0.039
i.69.4.114.004,0,0.039
i.69.4.114.006,0,0.039
i.69.4.114.007,0,0.003
i.69.4.114.008,0,0.016
i.69.4.115.001,0,0.054
i.69.4.115.002,0,0.016
i.69.4.115.006,0,0.032
i.69.4.115.007,0,0.017
i.69.4.115.008,1,0.017
i.69.7.937.001,0,0.021
i.69.4.115.010,0,0.017
i.69.4.115.013,0,0.017
i.69.4.116.027,0,0.041
i.69.4.116.028,0,0.044
i.69.4.117.001,0,0.046
i.69.4.117.003,0,0.055
i.69.4.12.001,0,0.112
i.69.4.12.003,0,0.119
i.69.4.12.004,0,0.016
i.69.4.12.008,0,0.04
i.69.4.12.010,0,0.041
i.69.4.12.012,0,0.085
i.69.4.120.008,0,0.085
i.69.4.121.006,0,0.039
i.69.4.122.001,0,0.047
i.69.4.122.003,0,0.042
i.69.4.122.004,0,0.042
i.69.4.122.006,0,0.016
i.69.4.122.007,0,0.04
i.69.4.123.001,0,0.039
i.69.4.123.003,0,0.016
i.69.4.124.001,0,0.059
i.69.4.125.001,0,0.067
i.69.4.126.001,0,0.055
i.69.4.126.007,0,0.055
i.69.4.128.006,0,0.04
i.69.4.128.009,0,0.049
i.69.4.129.001,0,0.046
i.69.4.13.001,0,0.055
i.69.4.13.004,0,0.078
i.69.4.13.005,0,0.055
i.69.4.13.008,1,0.17
i.69.4.13.011,0,0.056
i.69.4.13.012,0,0.082
i.69.4.13.014,0,0.25
i.69.4.13.019,0,0.09
i.69.4.13.021,1,0.075
i.69.4.13.022,2,0.093
i.69.4.13.023,0,0.055
i.69.4.13.025,1,0.375
i.69.4.131.001,0,0.061
i.69.4.131.002,0,0.039
i.69.4.132.001,1,0.056
i.69.4.132.002,0,0.041
i.69.4.132.010,0,0.047
i.69.4.132.012,0,0.12
i.69.4.133.002,0,0.039
i.69.4.133.003,0,0.041
i.69.4.133.004,0,0.041
i.69.4.133.005,0,0.039
i.69.4.133.006,0,0.039
i.69.4.133.007,0,0.039
i.69.4.133.008,0,0.039
i.69.4.133.009,0,0.039
i.69.4.133.010,0,0.039
i.69.4.133.011,0,0.039
i.69.4.133.012,0,0.04
i.69.4.133.013,0,0.041
i.69.4.133.014,0,0.04
i.69.4.133.018,0,0.041
i.69.4.133.019,0,0.041
i.69.4.133.020,0,0.041
i.69.4.133.023,0,0.041
i.69.4.134.002,0,0.04
i.69.4.136.002,0,0.04
i.69.4.136.003,0,0.108
i.69.4.137.001,0,0.048
i.69.4.137.002,0,0.039
i.69.4.137.003,0,0.04
i.69.4.137.004,0,0.04
i.69.4.137.005,0,0.04
i.69.4.137.006,0,0.04
i.69.4.137.007,0,0.04
i.69.4.137.008,0,0.039
i.69.4.137.009,0,0.119
i.69.4.138.001,0,0.061
i.69.4.138.006,0,0.039
i.69.4.139.001,0,0.039
i.69.4.139.002,0,0.039
i.69.4.73.004,0,0.08
i.69.4.45.008,0,0.045
i.69.4.14.013,0,0.054
i.69.4.14.020,0,0.054
i.69.4.14.022,0,0.054
i.69.4.14.024,0,0.071
i.69.4.140.003,0,0.045
i.69.4.142.003,0,0.107
i.69.4.141.004,0,0.041
i.69.4.142.010,0,0.055
i.69.4.142.014,0,0.058
i.69.4.142.015,0,0.061
i.69.4.142.019,0,0.351
i.69.4.147.001,0,0.047
i.69.4.143.003,0,0.044
i.69.4.147.002,0,0.047
i.69.4.144.002,0,0.044
i.69.4.146.003,0,0.046
i.69.4.147.004,0,0.046
i.69.4.144.008,0,0.042
i.69.4.144.016,0,0.043
i.69.4.145.002,0,0.043
i.69.4.146.002,0,0.043
i.69.4.146.004,0,0.043
i.69.4.147.005,0,0.046
i.69.4.147.006,0,0.046
i.69.4.146.006,1,0.072
i.69.4.15.001,0,0.134
i.69.7.223.007,0,0.039
i.69.4.15.003,0,0.044
i.69.4.15.004,0,0.043
i.69.4.15.007,0,0.043
i.69.4.15.008,0,0.042
i.69.4.15.015,0,0.04
i.69.4.15.016,0,0.074
i.69.4.15.017,0,0.039
i.69.4.15.020,0,0.039
i.69.4.15.022,0,0.039
i.69.4.15.023,0,0.039
i.69.4.150.004,0,0.046
i.69.4.158.003,0,0.071
i.69.4.152.003,0,0.052
i.69.4.154.005,0,0.149
i.69.4.152.008,0,0.046
i.69.4.155.013,0,0.146
i.69.4.152.022,0,0.147
i.69.4.153.004,0,0.05
i.69.4.154.004,0,0.05
i.69.4.154.001,0,0.043
i.69.4.155.009,0,0.041
i.69.4.155.011,0,0.046
i.69.4.158.002,0,0.044
i.69.4.158.001,0,0.044
i.69.4.156.013,0,0.046
i.69.4.156.015,0,0.05
i.69.4.157.005,0,0.039
i.69.4.157.008,0,0.046
i.69.4.16.002,0,0.046
i.69.4.16.003,0,0.096
i.69.4.16.004,0,0.042
i.69.4.16.007,0,0.089
i.69.4.16.009,0,0.044
i.69.4.16.010,0,0.043
i.69.4.16.019,0,0.039
i.69.4.16.020,0,0.015
i.69.4.16.021,0,0.015
i.69.4.16.023,0,0.015
i.69.4.16.024,0,0.03
i.69.4.16.025,0,0.015
i.69.4.16.026,0,0.015
i.69.4.16.027,0,0.015
i.69.4.16.030,0,0.015
i.69.4.16.031,0,0.015
i.69.4.16.032,0,0.015
i.69.4.16.033,0,0.016
i.69.4.16.035,1,0.151
i.69.4.16.036,0,0.116
i.69.4.16.037,0,0.084
i.69.4.16.038,0,0.017
i.69.4.16.039,0,0.017
i.69.4.16.040,0,0.044
i.69.4.16.043,0,0.083
i.69.4.16.046,0,0.042
i.69.4.16.047,0,0.042
i.69.4.16.050,0,0.042
i.69.4.16.051,0,0.016
i.69.4.16.053,0,0.016
i.69.4.16.054,0,0.016
i.69.4.16.058,0,0.016
i.69.4.16.060,0,0.043
i.69.4.16.065,1,0.042
i.69.4.16.072,0,0.016
i.69.4.16.074,0,0.016
i.69.4.16.075,0,0.042
