CRSP2_Unique_ID,Severe_Crashes,Area_Type,Context_Zone,Int_Type,Total_Entering_ADT,Cross_Product,Design_Type,Traffic_Control,Leg_Configuration,Major_Division_Configuration,Minor_Division_Configuration,Major_Surface_Type,Minor_Surface_Type,Alignment_Skew,Railroad_Crossing,Adjacent_Curve,Adjacent_Development,Street Parking,Lighting,Previous_Stop,Major_Speed_Limit,Minor_Speed_Limit,Flashers,Overhead_Signal,Left_Turn_Phasing_Maj,Left_Turn_Phasing_Min,Maj1_Lane_Config,Maj2_Lane_Config,Sidewalk,Refuge_Island,Ped_Crossing,Bike_Facility,Ped_Indicator,Transit_Adjacent,School_Crosswalk,Legs,Max_Lanes_Cross
i.09.4.1.001,0,rural,natural,intersection,822.5,133500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,tb,tr,no,no,no,no,no,no,no,3,nv
i.09.4.1.002,0,rural,natural,intersection,455,4450,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.1.003,0,rural,natural,intersection,472.5,12237.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,5,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.1.007,0,rural,agriculture,intersection,2240,1145500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.1.009,0,rural,agriculture,intersection,2265,654500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.1.013,0,small town,residential,intersection,2565,396000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.1.019,0,rural,residential,intersection,8100,14840000,traditional,thru-stop,x,undivided,undivided,paved,paved,30,none,no,no,no,yes,1,55,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.1.024,0,urban,mixed use,intersection,8900,16380000,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,4,2
i.09.4.1.025,1,rural,residential,intersection,1440,350300,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.1.030,0,rural,mixed use,ramp terminal,2150,0,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,50,50,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.1.031,0,rural,mixed use,ramp terminal,3675,2795000,traditional,thru-stop,x,undivided,undivided,paved,paved,10,none,no,no,no,yes,1,50,50,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.1.036,0,urban,commercial,intersection,7500,13422500,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,1,30,30,yes,no,none,none,tt,ttr,yes,no,yes,no,no,no,no,4,4
i.09.4.1.043,2,rural,natural,intersection,4125,4171250,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.1.045,0,rural,natural,intersection,1610,165000,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.10.001,0,rural,commercial,intersection,9925,22837500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.12.001,0,rural,agriculture,intersection,670,25200,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.12.002,0,rural,natural,intersection,112.5,2600,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.12.006,0,rural,agriculture,intersection,407.5,21562.5,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.12.009,0,small town,residential,intersection,2187.5,624375,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,tr,t,yes,no,no,no,no,no,no,4,3
i.09.4.12.011,0,rural,natural,intersection,370,13200,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.12.015,0,rural,natural,intersection,3240,507375,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.09.4.13.004,0,rural,natural,intersection,115,2406.25,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.15.001,0,urban,mixed use,intersection,8025,13252500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,yes,no,no,no,no,4,2
i.09.4.16.001,0,suburban,commercial,intersection,18050,37560000,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,no,yes,no,yes,0,45,30,no,no,none,none,ltt,ttr,no,no,no,no,no,no,no,3,3
i.09.4.16.002,0,suburban,mixed use,intersection,6600,8640000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,yes,no,yes,no,no,no,no,4,2
i.09.4.55.002,0,suburban,mixed use,intersection,2975,1773750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.09.4.16.007,0,suburban,mixed use,intersection,5635,4008000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.16.009,0,suburban,mixed use,intersection,5450,3120000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.16.013,0,suburban,residential,intersection,5075,1320000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.16.018,0,suburban,residential,intersection,10300,18960000,traditional,thru-stop,t,other,undivided,paved,paved,0,none,no,no,no,yes,0,55,30,no,no,none,none,lt,tr,no,no,no,no,no,no,no,3,3
i.09.4.17.002,0,rural,agriculture,intersection,665,22050,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.18.006,0,rural,natural,intersection,610,0,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.2.001,1,urban,commercial,intersection,12570,18662000,traditional,signal,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,yes,permitted/protected,permitted,lttr,lttr,yes,no,yes,no,yes,no,no,4,6
i.09.4.2.002,0,urban,residential,intersection,3187.5,562500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,4,2
i.09.4.2.004,0,suburban,residential,intersection,3217.5,652500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.2.011,0,suburban,residential,intersection,3285,855000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.2.013,0,suburban,residential,intersection,3222.5,667500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.2.015,0,suburban,residential,intersection,2870,521625,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,55,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.2.020,0,rural,agriculture,intersection,2875,1233750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.2.027,0,rural,agriculture,intersection,2635,669750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.20.001,0,small town,residential,intersection,2697.5,493750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.20.004,0,small town,residential,intersection,327.5,17550,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.20.007,0,small town,residential,intersection,430,39000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.20.008,0,rural,agriculture,intersection,345,22950,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.20.009,0,rural,natural,intersection,182.5,5437.5,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.20.010,0,rural,natural,intersection,182.5,6187.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,20,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.20.011,0,rural,natural,intersection,152.5,2925,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.21.001,0,rural,natural,intersection,92.5,1575,traditional,uncontrolled,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.21.005,0,rural,natural,intersection,3595,332500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.22.001,0,rural,natural,intersection,217.5,6012.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.22.009,0,rural,natural,intersection,1380,50343.75,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.23.001,0,rural,natural,intersection,2650,375000,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.23.004,0,rural,natural,intersection,150,2868.75,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.24.001,0,rural,residential,intersection,4150,2275000,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.24.002,0,rural,residential,intersection,1300,0,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.24.007,0,suburban,residential,intersection,1975,805000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.25.001,0,rural,natural,intersection,870,180200,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.26.006,1,rural,industrial,intersection,2525,1121250,traditional,thru-stop,t,undivided,undivided,paved,paved,20,none,no,no,no,yes,0,30,45,yes,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.3.001,0,rural,natural,intersection,150,1400,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.3.004,0,rural,agriculture,intersection,1685,643500,traditional,thru-stop,x,undivided,undivided,paved,paved,20,none,no,no,no,no,0,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.09.4.3.006,0,rural,agriculture,intersection,1432.5,172250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.3.013,0,suburban,mixed use,intersection,7700,9300000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.3.016,0,rural,natural,intersection,4260,2794500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.3.028,0,urban,mixed use,intersection,5927.5,1296750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,yes,no,no,no,3,2
i.09.4.3.029,0,urban,mixed use,intersection,7575,10687500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,yes,no,no,no,3,2
i.09.4.3.030,0,urban,mixed use,intersection,11150,30975000,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.3.035,0,urban,mixed use,intersection,6245,2035500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,yes,no,no,no,3,2
i.09.4.3.036,0,urban,mixed use,intersection,10225,23456250,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,yes,no,no,no,4,2
i.09.4.3.039,0,suburban,residential,intersection,8260,5016000,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.3.041,0,suburban,residential,intersection,11450,29260000,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,yes,no,no,no,no,4,2
i.09.4.3.043,0,suburban,residential,intersection,4277.5,727750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,4,2
i.09.4.3.044,0,urban,commercial,intersection,9850,19525000,traditional,signal,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,yes,permitted,permitted,lt,lt,yes,no,yes,yes,yes,no,no,4,3
i.09.4.4.001,0,rural,natural,intersection,1422,167960,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.002,0,rural,natural,intersection,352.5,24050,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.004,0,rural,natural,intersection,282.5,5850,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.005,0,rural,natural,intersection,332.5,18850,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.007,0,rural,natural,intersection,480,32000,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.012,0,rural,natural,intersection,602.5,33750,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.014,1,rural,agriculture,intersection,870,126725,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.017,0,rural,agriculture,intersection,1715,539500,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,no,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.018,0,rural,natural,intersection,1780,624000,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,yes,yes,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.019,0,rural,natural,intersection,1025,62400,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,no,yes,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.021,0,rural,natural,ramp terminal,960,0,traditional,thru-stop,x,undivided,undivided,paved,paved,10,none,no,no,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.4.022,0,rural,natural,ramp terminal,1375,398400,traditional,thru-stop,x,undivided,undivided,paved,paved,10,none,no,no,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.4.023,0,rural,natural,intersection,927.5,80925,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.025,0,rural,agriculture,intersection,1180,264000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.028,1,rural,agriculture,intersection,1250,315000,traditional,thru-stop,t,undivided,undivided,paved,paved,15,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.032,0,rural,agriculture,intersection,952.5,71775,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.035,0,rural,agriculture,intersection,990,104400,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.037,0,rural,agriculture,intersection,927.5,24750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.4.040,0,rural,agriculture,intersection,1025,213150,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.45.001,0,urban,mixed use,intersection,11100,21500000,traditional,signal,t,divided,undivided,paved,paved,10,none,no,yes,no,yes,0,30,40,no,yes,permitted/protected,permitted,lttr,ltt,no,no,yes,no,yes,no,no,3,6
i.09.4.5.004,0,rural,agriculture,intersection,622.5,13500,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.5.005,0,rural,agriculture,intersection,662.5,37500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.5.006,0,rural,agriculture,intersection,622.5,13500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.5.008,0,rural,natural,intersection,2484,1539200,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.5.009,0,rural,natural,intersection,1605,396500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.5.014,0,rural,agriculture,intersection,2885,786900,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.5.016,1,rural,agriculture,intersection,2405,887250,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.5.018,0,rural,natural,intersection,1347.5,245775,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,35,35,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.5.020,0,rural,commercial,intersection,7250,11640000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,ltr,ltr,no,no,no,no,no,no,no,4,nv
i.09.4.5.021,0,rural,natural,intersection,1335,162000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.61.019,0,urban,mixed use,not an intersection,2092,888000,other,unknown,other,other,other,other,other,0,none,no,no,no,no,0,55,55,no,no,none,none,other,other,no,no,no,no,no,no,no,1,nv
i.09.4.52.006,0,urban,mixed use,intersection,1760,390000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,yes,no,no,no,yes,3,2
i.09.4.54.010,0,urban,residential,intersection,1750,405625,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.55.003,0,urban,residential,intersection,2325,1113750,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.55.003,0,urban,residential,intersection,2325,1113750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,4,2
i.09.4.6.001,0,rural,agriculture,intersection,57.5,562.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.6.004,0,rural,agriculture,intersection,265,11550,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.6.007,0,rural,agriculture,intersection,1747.5,199062.5,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.6.008,0,rural,natural,intersection,2265,767750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.6.010,0,rural,natural,intersection,847.5,14525,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.6.012,0,rural,agriculture,intersection,925,78850,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.6.013,0,rural,agriculture,intersection,970,116200,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.6.014,0,rural,agriculture,intersection,1070,199200,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.6.016,0,rural,natural,intersection,1117.5,126225,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.61.020,0,small town,commercial,intersection,2484,1539200,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.09.4.61.017,0,urban,mixed use,intersection,3484,2723200,traditional,all-way stop,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,yes,no,no,no,no,4,2
i.09.4.61.021,0,urban,mixed use,intersection,1445,188500,traditional,all-way stop,t,undivided,undivided,paved,paved,0,none,no,no,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.09.4.6.023,0,urban,residential,intersection,1925,432900,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.09.4.6.027,0,urban,commercial,intersection,3150,1325000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,yes,no,yes,0,30,30,no,no,none,none,t,t,yes,no,yes,no,no,no,yes,3,2
i.09.4.6.028,0,suburban,mixed use,ramp terminal,2650,0,traditional,thru-stop,x,undivided,undivided,paved,paved,10,none,yes,yes,no,yes,1,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.6.029,0,suburban,mixed use,ramp terminal,3175,1391250,traditional,thru-stop,x,undivided,undivided,paved,paved,10,none,no,no,no,yes,1,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.6.031,0,rural,natural,intersection,1082.5,34125,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.6.035,0,rural,agriculture,intersection,897.5,109112.5,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.6.041,0,rural,agriculture,intersection,357.5,22687.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.6.043,0,rural,natural,intersection,290,4125,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.61.010,0,urban,mixed use,intersection,11550,22295000,traditional,signal,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,40,40,no,yes,permitted,permitted,t,tr,no,no,no,no,no,no,no,3,3
