CRSP2_Unique_ID,Severe_Crashes,Area_Type,Context_Zone,Int_Type,Total_Entering_ADT,Cross_Product,Design_Type,Traffic_Control,Leg_Configuration,Major_Division_Configuration,Minor_Division_Configuration,Major_Surface_Type,Minor_Surface_Type,Alignment_Skew,Railroad_Crossing,Adjacent_Curve,Adjacent_Development,Street Parking,Lighting,Previous_Stop,Major_Speed_Limit,Minor_Speed_Limit,Flashers,Overhead_Signal,Left_Turn_Phasing_Maj,Left_Turn_Phasing_Min,Maj1_Lane_Config,Maj2_Lane_Config,Sidewalk,Refuge_Island,Ped_Crossing,Bike_Facility,Ped_Indicator,Transit_Adjacent,School_Crosswalk,Legs,Max_Lanes_Cross
i.04.7.100.001,0,rural,agriculture,intersection,1422.5,31500,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.103.001,0,rural,agriculture,intersection,1137.5,41250,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.105.001,0,rural,agriculture,intersection,837.5,6225,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.110.001,0,rural,agriculture,intersection,847.5,14525,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.111.001,0,rural,agriculture,intersection,962.5,52037.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,20,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.112.001,0,rural,agriculture,intersection,702.5,8625,traditional,thru-stop,x,undivided,undivided,paved,gravel,30,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.201.001,0,rural,agriculture,intersection,130,2200,traditional,thru-stop,t,undivided,undivided,gravel,gravel,5,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.301.006,0,rural,agriculture,intersection,1219,41440,traditional,thru-stop,x,undivided,undivided,paved,gravel,25,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.302.001,0,rural,agriculture,intersection,1232.5,39000,traditional,thru-stop,t,undivided,undivided,paved,gravel,20,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.304.001,0,rural,agriculture,intersection,1420,28000,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.304.004,0,rural,agriculture,intersection,1320,26000,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.305.004,0,rural,agriculture,intersection,3395,624000,traditional,thru-stop,x,undivided,undivided,paved,paved,30,none,no,no,no,no,0,55,55,no,no,none,none,ltr,ltr,no,no,no,no,no,no,no,4,nv
i.04.7.306.002,0,rural,agriculture,intersection,1425,35000,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.311.001,0,rural,agriculture,intersection,80,843.75,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.403.003,1,rural,agriculture,intersection,442.5,30387.5,traditional,thru-stop,x,undivided,undivided,other,other,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.404.003,0,small town,industrial,intersection,1635,384750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,yes,0,55,55,no,no,none,none,t,t,no,no,no,yes,no,no,no,3,2
i.04.7.404.010,1,rural,agriculture,intersection,287.5,10412.5,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.406.005,0,rural,agriculture,intersection,235,9900,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.501.001,0,rural,agriculture,intersection,252,15860,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.501.002,0,rural,agriculture,intersection,3565,446550,traditional,thru-stop,x,divided,undivided,paved,other,15,present,no,no,no,yes,1,55,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,4,nv
i.04.7.503.005,0,rural,agriculture,intersection,3437.5,284962.5,traditional,thru-stop,x,divided,undivided,paved,gravel,15,present,no,no,no,yes,0,55,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,4,nv
i.04.7.507.001,0,rural,natural,intersection,8470,5226000,traditional,thru-stop,x,divided,undivided,paved,other,20,none,yes,no,no,no,0,55,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,4,nv
i.04.7.509.002,0,rural,agriculture,intersection,215,10800,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.515.001,0,rural,agriculture,intersection,9060,5154500,traditional,thru-stop,x,undivided,undivided,paved,paved,5,none,yes,no,no,no,0,55,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,4,nv
i.04.7.515.006,0,rural,agriculture,intersection,2480,663375,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.04.7.600.002,0,rural,agriculture,intersection,2067.5,229125,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.04.7.602.004,0,rural,agriculture,intersection,1577.5,42625,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.04.7.700.001,0,rural,agriculture,intersection,222.5,1087.5,traditional,thru-stop,other,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.700.008,0,rural,agriculture,intersection,27.5,112.5,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.700.010,0,rural,agriculture,intersection,25,100,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.702.002,0,rural,agriculture,intersection,80,975,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.702.006,0,rural,agriculture,intersection,85,1300,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.703.001,0,rural,agriculture,intersection,440,6375,traditional,thru-stop,other,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.705.001,0,rural,agriculture,intersection,457.5,13812.5,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.707.001,0,rural,agriculture,intersection,22.5,87.5,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.04.7.707.003,0,rural,agriculture,intersection,430,2125,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.709.001,0,rural,agriculture,intersection,17.5,37.5,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.04.7.710.010,0,rural,agriculture,intersection,222.5,1612.5,traditional,thru-stop,other,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.1.002,0,rural,agriculture,intersection,705,120950,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.004,0,rural,agriculture,intersection,477.5,27675,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.008,0,rural,agriculture,intersection,970,233200,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.009,0,rural,agriculture,intersection,2480,1033500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.010,0,rural,agriculture,intersection,850,130000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.011,1,rural,agriculture,intersection,722.5,91987.5,traditional,thru-stop,t,undivided,undivided,paved,paved,30,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.1.012,0,rural,agriculture,intersection,517.5,24412.5,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.017,1,rural,agriculture,intersection,2757.5,1763125,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.019,0,rural,agriculture,intersection,465,0,other,thru-stop,t,divided,undivided,paved,paved,0,none,yes,no,no,no,0,65,55,no,no,none,none,ttr,tt,no,no,no,no,no,no,no,3,nv
i.25.4.1.020,1,rural,agriculture,intersection,19685,7430500,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,yes,no,no,no,1,65,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,3,nv
i.25.4.1.025,0,rural,agriculture,intersection,1042.5,209825,traditional,thru-stop,x,undivided,undivided,paved,paved,45,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.1.029,0,rural,agriculture,intersection,947.5,136675,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,nv
i.25.4.1.030,0,small town,residential,intersection,1117.5,170637.5,traditional,thru-stop,t,undivided,undivided,paved,paved,25,none,yes,yes,no,yes,0,30,30,no,no,none,none,tb,t,no,no,no,no,no,no,no,3,nv
i.25.4.1.033,1,rural,agriculture,intersection,1297.5,217250,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,no,no,no,no,0,55,55,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,nv
i.25.4.1.034,0,rural,agriculture,intersection,1205,115500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,3,nv
i.25.4.1.035,0,rural,agriculture,intersection,1315,236500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.25.4.1.038,0,rural,agriculture,intersection,2775,1868750,traditional,thru-stop,x,undivided,undivided,paved,paved,5,none,no,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.25.4.1.040,0,rural,agriculture,intersection,1575,303750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,nv
i.25.4.1.052,0,small town,residential,intersection,8225,5773750,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,yes,no,no,yes,0,45,50,no,no,none,none,ltr,ltr,no,no,no,no,no,no,no,3,nv
i.25.4.1.054,0,small town,commercial,intersection,11192,20065900,traditional,thru-stop,x,divided,undivided,paved,paved,15,none,no,no,no,yes,0,45,40,no,no,none,none,ltr,lttr,no,no,no,no,no,no,no,4,nv
i.25.4.1.055,1,small town,campus,intersection,13837,40675200,traditional,signal,x,divided,divided,paved,paved,0,none,yes,yes,no,yes,0,45,35,no,yes,permitted/protected,permitted,lttr,lttr,yes,yes,yes,no,yes,no,no,4,4
i.25.4.1.056,0,small town,commercial,intersection,28200,129920000,traditional,signal,x,divided,divided,paved,paved,0,none,yes,no,no,yes,0,50,45,no,yes,protected,permitted/protected,lttr,lttr,yes,yes,yes,no,yes,no,no,4,4
i.25.4.10.001,0,rural,agriculture,intersection,1030,184000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.10.005,0,small town,residential,intersection,2015,602250,traditional,thru-stop,x,undivided,undivided,paved,paved,40,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.10.007,0,rural,agriculture,intersection,1737.5,144375,traditional,thru-stop,t,undivided,undivided,paved,gravel,35,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.10.014,0,suburban,commercial,ramp terminal,12950,18645000,traditional,thru-stop,x,undivided,undivided,paved,paved,10,none,yes,yes,no,yes,1,65,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.10.015,0,urban,commercial,intersection,12875,36765000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,yes,yes,yes,yes,0,30,30,no,no,none,none,lt,lt,yes,no,yes,no,no,no,no,4,3
i.25.4.10.020,0,small town,residential,intersection,1065,152150,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.11.001,0,rural,agriculture,intersection,350,16818.75,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.11.004,0,small town,residential,intersection,1672.5,322625,traditional,thru-stop,x,undivided,undivided,paved,paved,30,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.11.014,0,rural,agriculture,intersection,1965,791000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.25.4.11.015,0,small town,residential,intersection,877.5,62000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.11.022,0,rural,agriculture,intersection,957.5,76125,traditional,thru-stop,t,undivided,undivided,paved,gravel,5,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.11.032,0,urban,mixed use,intersection,13800,46170000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,yes,yes,no,yes,0,30,30,no,no,none,none,t,tr,yes,no,yes,no,no,no,no,4,2
i.25.4.11.041,0,rural,agriculture,intersection,682.5,44225,traditional,yield,t,undivided,undivided,paved,gravel,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.12.002,0,rural,agriculture,intersection,955,40950,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.12.008,0,urban,residential,intersection,4350,2328125,traditional,thru-stop,t,divided,undivided,paved,paved,5,none,no,no,no,yes,0,30,30,no,no,none,none,t,tr,yes,no,yes,no,no,no,no,3,3
i.25.4.12.009,0,urban,commercial,intersection,3425,1856250,traditional,thru-stop,t,undivided,undivided,paved,paved,30,none,no,no,no,yes,1,30,40,no,no,none,none,lt,t,no,no,no,no,no,no,no,3,nv
i.25.4.12.021,0,rural,agriculture,intersection,1770,518000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.13.004,0,small town,commercial,intersection,2070,486000,traditional,thru-stop,t,undivided,undivided,paved,paved,50,none,no,no,no,no,1,40,55,no,no,none,none,t,tr,no,no,no,no,no,no,no,3,nv
i.25.4.14.001,0,rural,agriculture,intersection,547.5,40250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.14.005,0,rural,agriculture,intersection,207.5,5687.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.14.007,0,rural,agriculture,intersection,202.5,4812.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,20,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.14.008,0,rural,agriculture,intersection,532.5,44075,traditional,thru-stop,x,undivided,undivided,paved,gravel,5,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.14.011,0,small town,agriculture,intersection,470,17200,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.14.018,0,rural,agriculture,intersection,10460,4072275,traditional,thru-stop,t,divided,undivided,paved,paved,5,none,yes,no,no,yes,0,65,55,no,no,none,none,lttr,ltt,no,no,no,no,no,no,no,3,nv
i.25.4.16.001,0,rural,agriculture,intersection,4200,2007500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.25.4.168.003,0,small town,commercial,intersection,1184,0,traditional,yield,t,divided,divided,paved,paved,15,none,no,no,no,yes,0,65,30,no,no,none,none,ttr,ltt,no,no,no,no,no,no,no,3,nv
i.25.4.17.001,0,suburban,residential,intersection,2070,595125,traditional,thru-stop,t,undivided,undivided,paved,paved,0,present,yes,no,no,yes,0,55,30,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.25.4.17.002,0,suburban,residential,intersection,6225,4455000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,yes,0,55,30,no,no,none,none,tr,tr,no,no,no,no,no,no,no,3,nv
i.25.4.17.003,0,urban,commercial,intersection,6600,6480000,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,yes,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.18.001,2,rural,agriculture,intersection,17450,48300000,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,no,no,no,yes,0,65,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,3,nv
i.25.4.18.002,1,rural,agriculture,intersection,7275,2587500,traditional,thru-stop,x,undivided,undivided,paved,paved,5,none,yes,no,no,yes,0,55,55,no,no,none,none,tr,tt,no,no,no,no,no,no,no,4,nv
i.25.4.18.004,0,rural,agriculture,intersection,7065,1138500,traditional,thru-stop,t,undivided,undivided,paved,paved,15,none,yes,no,no,no,0,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.25.4.18.005,0,rural,agriculture,intersection,13200,33637500,traditional,all-way stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,55,45,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.25.4.19.001,0,small town,agriculture,intersection,6080,975975,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,no,no,no,yes,0,65,55,no,no,none,none,lttr,ltt,no,no,no,no,no,no,no,3,nv
i.25.4.2.001,0,small town,agriculture,intersection,2368,1401856,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.2.009,1,rural,agriculture,intersection,2090,966000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.2.012,0,rural,agriculture,intersection,745,109000,traditional,thru-stop,t,undivided,undivided,paved,paved,30,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.2.013,0,rural,agriculture,intersection,475,30000,traditional,yield,t,undivided,undivided,paved,gravel,30,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.2.014,0,rural,agriculture,intersection,447.5,19000,traditional,yield,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.2.016,0,rural,agriculture,intersection,1247.5,354375,traditional,thru-stop,x,undivided,undivided,paved,paved,15,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.2.023,0,suburban,residential,intersection,7110,2108000,traditional,thru-stop,t,other,undivided,paved,paved,0,present,no,no,no,yes,1,40,55,no,no,none,none,tr,lt,no,no,no,no,no,no,no,3,nv
i.25.4.2.024,0,urban,residential,intersection,7085,1938000,traditional,thru-stop,t,other,undivided,paved,paved,0,none,no,no,no,yes,0,40,30,no,no,none,none,lttr,tr,no,no,no,no,no,no,no,3,nv
i.25.4.2.027,0,rural,agriculture,intersection,1754,674880,traditional,thru-stop,t,undivided,undivided,paved,gravel,5,none,no,no,no,no,1,55,55,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,nv
i.25.4.2.028,0,rural,agriculture,intersection,555,28606.25,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,yes,no,no,no,0,55,30,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,nv
i.25.4.2.041,0,rural,agriculture,intersection,7012.5,1445000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,yes,0,55,40,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,nv
i.25.4.21.001,0,suburban,commercial,intersection,10150,24600000,traditional,signal,x,divided,divided,paved,paved,0,none,yes,yes,no,yes,0,55,30,no,yes,protected,permitted/protected,lttr,lttr,yes,no,yes,no,yes,no,no,4,4
i.25.4.21.002,0,suburban,commercial,intersection,3725,2590000,traditional,thru-stop,x,divided,undivided,paved,paved,0,none,yes,yes,no,yes,0,30,30,no,no,none,none,ltr,lt,yes,no,no,no,no,no,yes,4,3
i.25.4.21.003,0,suburban,agriculture,intersection,1975,142500,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,yes,no,no,no,0,55,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.21.009,0,rural,residential,intersection,7475,2996250,traditional,thru-stop,t,undivided,divided,paved,paved,0,present,no,no,no,yes,0,55,55,no,no,none,none,tr,lt,no,no,no,no,no,no,no,3,nv
i.25.4.22.004,0,urban,residential,intersection,6445,2104500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.23.001,0,rural,agriculture,intersection,1497.5,68875,traditional,thru-stop,x,undivided,undivided,paved,gravel,30,none,no,no,no,no,0,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.25.4.24.002,0,rural,agriculture,intersection,440,16000,traditional,yield,t,undivided,undivided,paved,gravel,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.24.025,0,small town,agriculture,intersection,1120,223600,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,lr,other,no,no,no,no,no,no,no,3,nv
i.25.4.24.034,0,suburban,residential,intersection,7480,3031500,traditional,thru-stop,t,undivided,divided,paved,paved,0,none,no,no,no,yes,1,30,55,no,no,none,none,tr,t,yes,no,no,no,no,no,no,3,2
i.25.4.24.038,0,urban,commercial,intersection,12800,40057500,traditional,signal,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,yes,permitted,permitted/protected,lt,lt,yes,no,yes,no,yes,no,no,4,3
i.25.4.27.015,0,urban,residential,intersection,9375,19040000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,30,30,no,no,none,none,t,t,yes,no,yes,no,no,no,yes,4,2
i.25.4.29.001,0,suburban,commercial,intersection,5300,4920000,traditional,thru-stop,t,undivided,undivided,paved,paved,60,none,no,no,no,no,1,40,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.25.4.3.001,0,rural,agriculture,intersection,4040,912000,traditional,thru-stop,t,undivided,undivided,paved,paved,35,none,yes,no,no,no,1,55,55,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,nv
i.25.4.30.001,0,rural,agriculture,intersection,2465,809250,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.25.4.30.011,0,small town,commercial,intersection,3185,826500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,tr,tr,yes,no,no,no,no,no,no,4,3
i.25.4.31.001,0,rural,agriculture,intersection,6360,1846775,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,yes,no,no,yes,0,65,55,no,no,none,none,lttr,ltt,no,no,no,no,no,no,no,3,nv
i.25.4.4.001,0,rural,agriculture,intersection,3650,0,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,3,nv
i.25.4.4.002,0,rural,agriculture,intersection,662.5,108900,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.4.006,0,rural,agriculture,intersection,400,14400,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.25.4.4.008,0,rural,agriculture,intersection,1280,198000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.25.4.4.009,0,rural,agriculture,intersection,2430,1364000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
