ACCN,Cur_CRSP2ID_int
113460139,C.27.4.5.017
113470042,C.47.4.15.003
113470044,C.69.4.103.007
113480059,C.69.4.9.005
113480131,C.27.7.47.004
113480155,C.27.4.28.019
113480165,C.27.4.81.002
113490048,C.27.4.12.014
113490062,C.73.4.4.015
113490064,C.27.4.27.005
113490075,C.27.4.27.005
113490123,C.27.4.3.013
113490150,C.69.4.89.007
113490178,C.27.4.61.025
113500046,C.18.4.20.002
113500058,C.27.4.22.001
113500073,C.27.4.122.001
113500093,C.27.4.52.003
113500104,C.27.4.9.010
113500107,C.27.4.61.047
113500137,C.27.4.81.015
113500201,C.69.9.3444.001
113500205,C.27.7.202.002
113500209,C.27.4.116.003
113500297,C.27.4.81.018
113520041,C.25.4.8.034
113520092,C.86.4.37.039
113520106,C.27.4.130.006
113520120,C.25.4.66.002
113520200,C.55.7.133.006
113530030,C.86.4.35.006
113530033,C.49.7.227.002
113530035,C.25.4.6.005
113530040,C.49.4.52.018
113530053,C.27.4.50.001
113530067,C.25.4.5.010
113530084,C.24.4.35.003
113540025,C.86.4.37.012
113540074,C.24.4.8.003
113550011,C.27.4.24.001
113550138,C.73.4.134.004
113550202,C.73.4.6.003
113560006,C.27.4.152.026
113560062,C.09.4.1.010
113570033,C.27.4.5.001
113570047,C.25.4.11.018
113570136,C.69.4.48.001
113570182,C.25.4.18.001
113580013,C.27.4.130.013
113580028,C.56.4.47.006
113580065,C.69.4.33.002
113580113,C.25.4.6.008
113590008,C.27.4.10.069
113590059,C.56.4.47.004
113590065,C.09.7.137.001
113600001,C.13.4.20.023
113600056,C.27.4.28.002
113600059,C.73.7.141.002
113600072,C.69.4.20.006
113610015,C.27.4.101.010
113610033,C.27.4.130.008
113610040,C.27.4.5.007
113610051,C.27.4.152.006
113610114,C.27.4.9.022
113610136,C.27.4.15.064
113620041,C.27.4.52.003
113620043,C.27.4.10.070
113620045,C.27.4.1.023
113620144,C.25.4.11.026
113630035,C.27.4.16.013
113630046,C.27.4.28.021
113630052,C.27.4.43.002
113630059,C.25.4.8.031
113630092,C.27.4.16.013
113630162,C.27.4.16.001
113640048,C.27.4.66.018
113640050,C.56.7.126.007
113640073,C.73.4.7.003
113640090,C.27.4.15.060
113650025,C.27.4.27.001
113650060,C.18.4.8.038
113650144,C.73.4.134.002
120010015,C.27.7.47.012
120010020,C.86.4.12.009
120010070,C.18.4.10.013
120020098,C.18.4.4.001
120030029,C.86.7.120.001
120030093,C.56.4.47.001
120030095,C.27.4.10.068
120030104,C.27.4.5.018
120040056,C.27.4.3.011
120040069,C.56.4.17.002
120040072,C.13.4.9.032
120040099,C.27.4.52.004
120050039,C.27.4.1.023
120090028,C.27.4.152.027
120090030,C.04.4.7.005
120090036,C.27.4.48.002
120090069,C.27.4.31.004
120090083,C.27.4.122.001
120090117,C.27.4.52.003
120090124,C.55.4.22.005
120170231,C.56.4.35.041
120310057,C.86.4.36.007
120310066,C.69.4.15.003
120370087,C.27.4.9.023
120370121,C.27.4.44.019
120390033,C.27.4.28.015
120390052,C.27.4.152.028
120390076,C.27.4.130.013
120410072,C.27.4.37.001
120440071,C.27.4.40.014
120460094,C.27.4.152.027
120460095,C.27.4.1.023
120460138,C.27.4.152.028
120480072,C.27.4.152.024
120520076,C.27.4.10.056
120520077,C.27.4.1.026
120520081,C.27.4.48.002
120520127,C.27.4.61.030
120520176,C.13.4.23.009
120520182,C.27.4.3.026
120520192,C.27.4.60.001
120520224,C.27.4.10.059
120520244,C.43.4.2.008
120520250,C.04.4.17.004
120530051,C.43.4.115.002
120530076,C.27.4.3.025
120530082,C.27.4.1.023
120530101,C.13.4.9.021
120660076,C.13.4.23.004
120660077,C.13.4.1.010
120660083,C.27.4.152.005
120030032,C.55.4.19.014
120030115,C.27.4.40.007
120040050,C.27.7.47.004
120040143,C.47.4.34.001
120040281,C.27.4.152.029
120050008,C.27.4.9.011
120050047,C.56.4.80.001
120050145,C.86.4.37.053
120060011,C.49.4.36.006
120060031,C.43.4.3.009
120060045,C.18.4.3.008
120060056,C.73.7.173.008
120060069,C.73.4.9.038
120060109,C.86.4.34.007
120060137,C.73.7.134.005
120060141,C.56.4.35.013
120060160,C.27.4.152.029
120070008,C.27.4.15.034
120080061,C.56.4.34.009
120090064,C.27.7.202.002
120090192,C.27.4.6.007
120100080,C.27.4.66.010
120100135,C.27.4.81.002
120110009,C.69.4.110.009
120110075,C.69.7.273.006
120110136,C.27.4.30.001
120110155,C.73.4.9.036
120110163,C.55.4.22.014
120130063,C.73.4.1.009
120140027,C.56.4.1.007
120140074,C.27.4.50.030
120140092,C.27.4.10.059
120140179,C.18.4.30.006
120150034,C.86.4.12.004
120150043,C.73.4.2.005
120150048,C.13.4.1.010
120150062,C.73.4.51.004
120160013,C.73.4.9.036
120160015,C.27.4.152.002
120160019,C.04.4.20.016
120160076,C.73.4.45.001
120170033,C.27.4.52.006
120170037,C.27.4.40.002
120170047,C.27.4.151.006
120170095,C.55.4.14.003
120180135,C.27.4.15.041
120190005,C.56.4.51.008
120190016,C.13.4.10.005
120190023,C.18.4.3.037
120190168,C.18.4.16.001
120200050,C.25.4.7.011
120200057,C.73.4.75.017
120200084,C.27.4.110.001
120200091,C.27.4.15.063
120200297,C.25.4.24.007
120200325,C.27.4.15.064
120200355,C.73.4.4.015
120200382,C.86.4.7.016
120200460,C.04.4.15.008
120210010,C.27.4.15.055
120210022,C.27.4.81.013
120210045,C.86.4.13.004
120220005,C.27.4.25.004
120220057,C.73.4.17.009
120220095,C.13.4.11.001
120220124,C.73.4.17.007
120220156,C.27.4.19.048
120220174,C.73.4.54.009
120220180,C.27.4.15.063
120220198,C.73.4.133.002
120220208,C.24.7.92.001
120230017,C.73.4.120.003
120230054,C.86.4.37.028
120230073,C.27.7.202.002
120230104,C.69.4.9.004
120230111,C.73.4.9.031
120230136,C.27.4.19.020
120230157,C.86.7.109.011
120230167,C.27.4.66.013
120230182,C.73.4.9.031
120230189,C.73.4.9.031
120230203,C.43.4.7.032
120230226,C.56.4.1.006
120230256,C.27.7.201.005
120230273,C.27.4.81.002
120230360,C.55.4.8.013
120230638,C.73.4.2.010
120240028,C.27.4.92.008
120240085,C.73.7.158.003
120240368,C.27.4.40.010
120250076,C.69.4.4.007
120250090,C.27.4.3.003
120250121,C.18.4.19.015
120250165,C.13.4.20.003
120260128,C.27.4.61.065
120270152,C.55.4.16.006
120270154,C.55.4.22.011
120280043,C.13.4.9.013
120280108,C.73.4.9.034
120280116,C.69.4.21.020
120280118,C.27.4.30.005
120290037,C.69.4.66.017
120290058,C.69.7.303.023
120290145,C.27.4.66.004
120290147,C.18.4.1.016
120300057,C.27.4.135.005
120300078,C.27.4.61.022
120310002,C.13.4.12.007
120310105,C.13.4.12.007
120320019,C.27.4.46.001
120320058,C.73.4.32.001
120330022,C.73.7.186.004
120330024,C.43.4.115.012
120330037,C.25.4.6.006
120330072,C.73.4.74.004
120330101,C.27.4.10.031
120330139,C.73.4.41.004
120340034,C.27.4.81.023
120350020,C.13.4.21.003
120350060,C.73.4.136.001
120350063,C.73.7.166.006
120370037,C.43.4.7.018
120370049,C.49.7.214.002
120370088,C.73.4.1.006
120370105,C.25.4.11.018
120380070,C.04.4.16.001
120380101,C.25.4.7.006
120390004,C.13.4.22.002
120390048,C.73.4.9.001
120390129,C.25.4.11.007
120390157,C.73.4.75.013
120400084,C.18.4.5.002
120400130,C.24.4.35.003
120410009,C.27.4.10.070
120410016,C.27.4.10.027
120410164,C.18.4.10.002
120420012,C.27.4.3.028
120420029,C.56.4.1.007
120440128,C.27.4.101.009
120440190,C.27.4.23.002
120440193,C.55.7.147.010
120450055,C.27.4.130.015
120450063,C.25.4.10.007
120450207,C.27.4.81.024
120450327,C.13.4.20.016
120460007,C.13.7.85.001
120460027,C.56.4.88.006
120470010,C.73.4.65.003
120470021,C.86.4.4.004
120470047,C.27.4.152.011
120480035,C.13.4.19.008
120480172,C.86.4.37.046
120490061,C.27.4.12.011
120500062,C.24.4.20.007
120500074,C.27.4.153.003
120510108,C.27.4.61.066
120510109,C.73.4.9.012
120510245,C.27.4.60.018
120510249,C.27.4.110.007
120520005,C.27.7.26.011
120520062,C.04.4.21.002
120520100,C.27.4.50.022
120520177,C.27.4.44.015
120520304,C.27.4.15.048
120530057,C.56.4.14.005
120530105,C.18.7.103.005
120530178,C.86.4.37.030
120530187,C.47.4.14.010
120530196,C.04.7.201.005
120540024,C.27.4.152.003
120540035,C.27.4.109.001
120540061,C.27.4.30.005
120540065,C.27.4.152.028
120540068,C.27.4.109.001
120540071,C.13.4.19.003
120540082,C.27.4.6.036
120540100,C.27.4.48.002
120540112,C.27.4.81.009
120540128,C.27.4.25.003
120540131,C.27.4.28.021
120540133,C.27.4.1.026
120540206,C.27.4.66.018
120550006,C.86.4.35.024
120550035,C.27.4.152.014
120550056,C.27.4.152.027
120550061,C.13.4.14.008
120550063,C.27.4.28.019
120550104,C.27.4.81.013
120550107,C.27.4.66.018
120550139,C.27.4.15.048
120550181,C.86.7.141.001
120550214,C.27.4.109.001
120560097,C.73.4.75.012
120560134,C.86.4.9.001
120570029,C.25.4.18.001
120570035,C.27.4.112.009
120580036,C.27.4.25.004
120580044,C.27.4.152.008
120580051,C.27.4.152.002
120580079,C.25.4.27.006
120580087,C.27.4.52.004
120580107,C.56.7.114.001
120580140,C.56.4.1.007
120580332,C.18.4.12.001
120590199,C.09.4.61.008
120600035,C.27.4.101.006
120600104,C.27.4.8.002
120600116,C.27.4.28.019
120600168,C.55.4.22.015
120600213,C.86.7.117.007
120610029,C.27.4.44.008
120610071,C.27.4.25.004
120610097,C.27.4.57.011
120610168,C.86.4.42.006
120620034,C.27.4.152.024
120630017,C.43.4.1.001
120630028,C.25.7.53.013
120640008,C.69.4.11.001
120640036,C.43.4.7.007
120640082,C.73.4.138.007
120640138,C.86.4.75.014
120650013,C.18.4.11.006
120650020,C.69.4.4.008
120650075,C.27.4.1.025
120650096,C.27.4.1.023
120650114,C.27.4.60.002
120650115,C.27.4.24.002
120660049,C.18.4.19.015
120660143,C.27.4.9.024
120670012,C.69.4.91.003
120670028,C.27.4.31.005
120670045,C.73.4.9.024
120670121,C.27.4.152.024
120670172,C.49.4.12.012
120690070,C.27.4.25.004
120710020,C.86.4.34.002
120720090,C.27.4.3.025
120720101,C.27.4.28.019
120720108,C.27.4.81.006
120720191,C.27.4.152.025
120730009,C.73.4.75.020
120730012,C.73.4.8.001
120730026,C.47.4.14.003
120730056,C.04.4.7.011
120730065,C.27.4.1.023
120730075,C.69.4.5.016
120730088,C.69.4.84.007
120730107,C.47.4.21.005
120730139,C.25.4.25.003
120730142,C.09.4.5.003
120740046,C.27.4.152.027
120750045,C.69.4.44.007
120760022,C.13.4.14.009
120770049,C.04.4.15.017
120780011,C.25.4.19.015
120780014,C.69.4.100.015
120790016,C.86.7.106.013
120790045,C.27.4.66.018
120790053,C.27.4.25.004
120790055,C.27.4.28.019
120790067,C.27.4.152.003
120790135,C.25.4.18.004
120800031,C.27.4.40.015
120800039,C.27.4.40.015
120800063,C.09.4.1.010
120800068,C.27.4.152.014
120810114,C.13.4.16.013
120820013,C.55.4.7.001
120820072,C.27.4.101.009
120820093,C.25.4.18.007
120830048,C.27.4.152.014
120830064,C.18.4.49.003
120840054,C.27.4.3.021
120840096,C.69.4.9.005
120850027,C.73.4.72.003
120850035,C.73.7.144.003
120850084,C.55.7.104.001
120850097,C.69.7.929.001
120850099,C.27.4.15.041
120860018,C.86.4.30.010
120860081,C.73.4.4.012
120880029,C.73.4.9.037
120880069,C.27.4.37.001
120880098,C.27.4.110.007
120890046,C.27.4.1.018
120900006,C.27.4.152.029
120900023,C.27.4.28.001
120900025,C.27.4.101.007
120900046,C.27.4.1.027
120900077,C.25.4.9.008
120900099,C.27.4.25.002
120910131,C.86.4.17.007
120920049,C.25.4.1.026
120920082,C.27.4.30.004
120930030,C.27.4.28.019
120930033,C.27.4.61.056
120930048,C.49.4.28.007
120930120,C.69.7.1015.002
120940033,C.27.4.27.004
120940068,C.27.4.12.020
120940081,C.27.4.28.019
120940099,C.43.4.115.001
120940147,C.86.4.18.012
120950026,C.27.4.1.028
120950028,C.27.4.3.025
120950031,C.27.4.37.001
120950080,C.27.4.25.004
120950101,C.73.7.155.003
120970022,C.27.4.53.003
120980099,C.56.4.35.014
120990136,C.13.4.19.008
121000018,C.27.4.15.057
121000047,C.27.4.66.019
121010098,C.27.4.9.005
121020019,C.27.4.10.069
121020047,C.27.4.23.002
121020062,C.73.4.75.015
121020113,C.13.4.22.001
121030024,C.27.4.61.058
121030047,C.43.4.12.002
121030075,C.04.4.7.007
121030120,C.24.4.35.004
121040054,C.24.4.22.001
121050081,C.27.4.101.009
121050100,C.27.4.152.006
121050107,C.25.4.7.011
121060011,C.27.4.81.006
121060024,C.25.4.7.038
121060038,C.69.4.43.012
121060054,C.25.7.46.010
121060067,C.69.4.98.001
121060091,C.69.4.88.002
121070120,C.18.7.136.002
121070127,C.49.7.219.001
121070235,C.09.4.6.012
121080047,C.27.4.25.004
121080066,C.27.4.152.024
121080071,C.43.4.115.001
121080111,C.13.4.9.004
121090045,C.27.4.61.057
121090052,C.27.4.60.007
121100094,C.25.4.18.005
121110043,C.27.4.1.023
121110062,C.73.4.17.015
121120073,C.27.4.1.019
121120143,C.27.4.92.010
121130043,C.69.4.44.009
121130079,C.73.4.75.015
121140057,C.25.4.66.007
121150056,C.69.4.21.018
121150098,C.27.4.81.020
121150107,C.27.4.61.025
121160028,C.25.4.18.010
121160050,C.55.4.22.003
121170050,C.27.4.15.031
121170064,C.18.4.3.001
121180044,C.27.4.31.002
121190001,C.27.4.109.004
121190092,C.27.4.46.001
121190110,C.27.4.152.029
121200070,C.25.4.7.030
121200083,C.18.4.3.032
121210003,C.69.4.116.050
121210030,C.49.4.36.001
121230110,C.27.4.152.029
121240034,C.27.4.110.011
121240036,C.43.4.3.004
121250055,C.27.4.10.062
121250147,C.86.4.17.007
121260114,C.27.4.19.004
121270010,C.18.4.10.017
121270131,C.56.4.4.022
121280017,C.18.4.11.017
121280125,C.86.4.37.021
121280177,C.27.4.53.002
121290129,C.86.4.33.002
121290138,C.09.4.5.007
121290146,C.27.4.4.013
121300068,C.27.4.52.005
121300073,C.27.4.61.013
121300080,C.27.4.52.003
121300093,C.27.4.10.057
121300163,C.27.4.5.002
121310050,C.27.4.23.007
121310089,C.27.4.152.029
121310127,C.73.4.2.021
121330005,C.56.4.35.017
121340045,C.73.4.4.015
121340213,C.56.4.4.004
121350030,C.27.4.52.004
121350156,C.86.4.18.014
121350271,C.69.9.9211.001
121370026,C.27.4.28.001
121370027,C.56.4.35.030
121370035,C.27.4.33.001
121370041,C.27.4.81.002
121370105,C.27.4.158.011
121370155,C.25.4.11.012
121370161,C.27.4.152.029
121380058,C.56.4.52.001
121380062,C.27.4.23.005
121390014,C.24.7.74.001
121390168,C.73.4.23.008
121400026,C.27.4.66.004
121400091,C.27.4.8.003
121410012,C.04.4.15.021
121410040,C.18.4.10.011
121410113,C.69.4.70.013
121420118,C.18.4.20.010
121420128,C.73.4.4.016
121430098,C.27.4.130.007
121440038,C.27.4.1.027
121440071,C.55.4.22.017
121440103,C.27.4.6.033
121440128,C.27.4.153.003
121440130,C.27.4.37.001
121450020,C.73.4.44.011
121450031,C.55.4.36.005
121450054,C.27.4.50.025
121450138,C.27.4.3.016
121460065,C.27.4.15.031
121460066,C.27.4.15.031
121460098,C.69.4.21.025
121470069,C.69.4.44.044
121480020,C.24.7.71.009
121480053,C.27.4.19.002
121480067,C.18.4.16.003
121480108,C.27.4.61.060
121490005,C.56.4.35.035
121500073,C.25.4.5.039
121500084,C.27.4.33.001
121510157,C.27.4.15.064
121510158,C.86.4.39.029
121520052,C.27.4.1.023
121520119,C.73.4.120.003
121520121,C.27.4.27.001
121520122,C.27.4.31.004
121530076,C.73.4.120.003
121540036,C.73.7.134.010
121560023,C.18.7.170.002
121560038,C.47.4.1.010
121570092,C.27.4.37.001
121570095,C.27.4.52.002
121570115,C.27.4.12.011
121570175,C.27.4.43.004
121580046,C.27.4.1.023
121580168,C.25.4.10.004
121580181,C.69.4.24.012
121590047,C.27.4.25.004
121600010,C.73.4.44.016
121610066,C.25.4.27.001
121610122,C.86.4.37.051
121610129,C.27.4.15.034
121620028,C.27.4.25.001
121620035,C.24.4.24.008
121620042,C.09.7.140.008
121620113,C.27.4.90.006
121620123,C.69.4.115.003
121630036,C.47.4.14.016
121640007,C.27.4.125.004
121640008,C.27.4.15.014
121640040,C.27.4.9.023
121640085,C.27.4.101.019
121640108,C.43.4.3.001
121640115,C.27.4.1.023
121640130,C.73.7.134.011
121670017,C.04.4.30.011
121670057,C.27.4.81.007
121670061,C.73.4.47.002
121680022,C.86.4.39.005
121680030,C.86.4.35.022
121690009,C.04.4.8.010
121690037,C.27.4.112.006
121690088,C.86.7.117.008
121690103,C.27.4.6.017
121700052,C.47.4.17.001
121700174,C.27.4.101.002
121720091,C.27.4.81.032
121720117,C.27.4.28.019
121720118,C.27.4.48.001
121720174,C.27.4.61.051
121740084,C.27.4.1.023
121740158,C.27.4.1.023
121740174,C.27.4.66.004
121750050,C.56.4.3.004
121760118,C.86.4.7.004
121770029,C.27.4.101.003
121770051,C.27.4.81.021
121770098,C.27.4.9.023
121780190,C.27.4.10.054
121790011,C.27.4.81.002
121790048,C.73.4.78.001
121800033,C.27.4.53.001
121800058,C.86.4.37.030
121810164,C.27.4.6.016
121820018,C.27.4.52.005
121830067,C.69.4.5.016
121830096,C.27.4.16.010
121840038,C.27.4.9.026
121840070,C.27.4.48.002
121840092,C.27.4.19.043
121840097,C.27.4.23.005
121840150,C.18.4.3.002
121840191,C.55.4.22.001
121840207,C.86.4.33.002
121850012,C.18.4.30.012
121850046,C.27.4.27.001
121850055,C.27.4.152.025
121850069,C.27.4.30.005
121850109,C.27.4.66.018
121850114,C.27.7.202.002
121860052,C.13.4.14.009
121860103,C.73.4.134.005
121870022,C.27.4.61.041
121870023,C.27.4.151.002
121870038,C.27.4.19.001
121870057,C.86.7.135.001
121870101,C.25.4.9.006
121870132,C.13.4.23.001
121890033,C.86.7.117.003
121890072,C.04.4.15.019
121900026,C.27.4.35.001
121910091,C.43.4.1.002
121910097,C.27.4.61.026
121910099,C.27.4.1.023
121920001,C.27.4.81.004
121920003,C.27.7.47.017
121920025,C.27.4.30.005
121920063,C.27.4.1.023
121920098,C.27.4.12.004
121920105,C.27.4.61.060
121930027,C.47.4.14.001
121930058,C.27.4.43.002
121930094,C.27.4.152.023
121930204,C.27.4.10.061
121940050,C.86.4.5.010
121940080,C.27.4.81.002
121950032,C.25.4.1.015
121950038,C.27.4.1.023
121950046,C.27.4.152.029
121950049,C.27.4.158.001
121950137,C.27.4.61.015
121970056,C.55.4.1.006
121970098,C.55.4.1.012
121970106,C.73.7.130.001
121970110,C.86.4.3.009
121980002,C.27.4.19.011
121980006,C.73.4.71.003
121980138,C.73.7.143.003
121990095,C.27.4.101.002
122000137,C.27.4.25.003
122000142,C.27.4.144.011
122000159,C.27.4.101.002
122000164,C.43.4.7.006
122010086,C.27.4.15.017
122010118,C.27.4.10.054
122020099,C.55.4.6.002
122020152,C.25.4.28.001
122030011,C.69.4.100.016
122030028,C.73.4.12.002
122030055,C.27.4.15.054
122040050,C.27.4.19.052
122040071,C.56.4.41.009
122040142,C.27.4.122.001
122050016,C.73.7.168.004
122050080,C.18.4.12.007
122050102,C.27.4.48.002
122050125,C.55.4.27.004
122050126,C.27.4.152.003
122050138,C.27.4.81.015
122060011,C.56.4.46.011
122060111,C.27.4.52.003
122060175,C.56.4.4.004
122070075,C.69.4.70.003
122070096,C.25.4.11.033
122070101,C.27.4.19.016
122070106,C.27.4.48.002
122070123,C.27.4.25.004
122080001,C.27.4.52.006
122080097,C.27.4.52.004
122080099,C.43.7.58.002
122080125,C.25.4.24.013
122080179,C.27.4.3.026
122090023,C.27.4.15.018
122090045,C.27.4.6.036
122090101,C.69.4.90.003
122110005,C.27.4.81.003
122110081,C.69.4.37.006
122110128,C.43.4.19.010
122110207,C.73.4.12.011
122120011,C.27.4.81.024
122120021,C.18.4.3.003
122120027,C.27.4.15.040
122120042,C.86.7.100.001
122120050,C.86.4.39.037
122120051,C.86.4.33.002
122120076,C.27.4.66.019
122120139,C.73.4.75.013
122120253,C.73.4.75.010
122120295,C.55.4.2.002
122130047,C.27.4.19.056
122130128,C.49.4.1.002
122140182,C.43.7.61.010
122150029,C.27.4.61.016
122160035,C.24.4.20.008
122160068,C.86.4.39.022
122160104,C.24.7.74.004
122180012,C.27.4.28.007
122180073,C.18.4.4.017
122180095,C.27.7.201.006
122190033,C.43.4.7.017
122190099,C.55.4.22.003
122190121,C.27.7.202.002
122200003,C.73.7.129.002
122200011,C.27.4.112.009
122200044,C.69.4.4.008
122210037,C.69.4.4.008
122210038,C.25.4.19.017
122210070,C.55.4.5.007
122210072,C.27.7.203.007
122210128,C.27.4.151.002
122210154,C.69.4.21.012
122220040,C.18.4.4.001
122220207,C.18.4.49.004
122230153,C.27.4.15.057
122250004,C.18.4.36.016
122250008,C.27.4.66.005
122250019,C.86.4.35.017
122250030,C.27.4.35.001
122250089,C.69.4.77.023
122260036,C.13.4.30.005
122260046,C.27.4.15.030
122260054,C.55.4.22.011
122260055,C.27.4.37.001
122260057,C.27.4.1.023
122260066,C.27.4.152.027
122260121,C.86.4.35.028
122260124,C.27.4.158.009
122260160,C.27.4.39.001
122270007,C.69.4.115.003
122270016,C.27.4.10.047
122270065,C.27.4.60.011
122270076,C.27.4.3.025
122280012,C.86.4.37.040
122280043,C.56.4.39.002
122280088,C.27.4.19.004
122290052,C.55.4.1.017
122290078,C.69.4.9.008
122290163,C.55.4.27.003
122300036,C.13.4.4.018
122300075,C.27.4.152.003
122300080,C.43.4.2.006
122310159,C.73.7.134.009
122320105,C.43.4.7.017
122330039,C.27.4.15.016
122330060,C.27.4.66.018
122340013,C.55.4.12.006
122340051,C.13.4.18.009
122340085,C.27.4.61.036
122340107,C.27.4.1.027
122340113,C.27.4.1.023
122350021,C.18.4.3.024
122350169,C.55.7.114.003
122360186,C.27.4.16.002
122360300,C.18.4.8.034
122360306,C.69.4.74.006
122370018,C.09.4.4.002
122370035,C.69.7.694.003
122380083,C.13.4.9.015
122390006,C.69.4.23.052
122390018,C.27.4.130.012
122390186,C.18.7.127.003
122400020,C.27.4.101.014
122400054,C.27.4.152.025
122400079,C.55.4.22.003
122410030,C.73.4.75.010
122410034,C.27.4.110.011
122410064,C.27.4.35.010
122420061,C.27.4.31.004
122420171,C.27.4.15.034
122430024,C.27.4.50.021
122430069,C.27.4.101.003
122430125,C.56.4.67.012
122440026,C.69.4.4.034
122440043,C.27.4.9.019
122450032,C.86.4.2.002
122450035,C.27.4.152.012
122450103,C.24.4.29.003
122460053,C.27.4.6.016
122470036,C.18.4.30.004
122480173,C.49.7.206.004
122490092,C.27.4.61.025
122490115,C.27.4.152.023
122490148,C.73.4.43.004
122490201,C.73.4.75.017
122490250,C.69.4.123.012
122510046,C.27.7.201.005
122510072,C.27.4.81.002
122510086,C.27.4.1.023
122510172,C.27.4.81.026
122510194,C.43.7.60.010
122530007,C.09.4.6.014
122540099,C.69.4.128.037
122550115,C.27.4.19.011
122560135,C.69.4.21.007
122560167,C.27.4.66.010
122560179,C.69.4.9.008
122560187,C.27.4.61.012
122560223,C.13.4.14.002
122570152,C.86.4.37.053
122580050,C.55.7.142.001
122580062,C.25.4.18.004
122580064,C.27.4.130.012
122580065,C.27.4.28.001
122580261,C.27.4.5.021
122590013,C.27.4.152.026
122600027,C.24.4.17.002
122600043,C.49.4.12.010
122600056,C.25.4.7.005
122600114,C.56.4.82.002
122620057,C.27.4.66.018
122620083,C.27.4.28.001
122620086,C.27.4.1.027
122620123,C.55.4.36.001
122620157,C.86.4.39.029
122630057,C.55.4.22.003
122630066,C.27.4.1.023
122630068,C.27.4.1.025
122630070,C.55.4.22.011
122640031,C.27.4.19.001
122640039,C.27.4.52.003
122640162,C.18.4.1.016
122640179,C.27.4.1.018
122650106,C.27.4.12.026
122650119,C.27.4.35.002
122660101,C.27.4.81.007
122660103,C.27.4.81.007
122670051,C.24.4.22.001
122670140,C.04.4.7.009
122680002,C.86.4.8.013
122680047,C.18.4.4.003
122680119,C.25.4.7.053
122690006,C.73.4.54.002
122690008,C.18.4.8.010
122690076,C.27.4.57.010
122690111,C.27.4.48.002
122690164,C.13.4.20.017
122690204,C.27.4.130.015
122690222,C.56.4.67.005
122700024,C.69.4.54.004
122700096,C.18.4.48.008
122700289,C.27.4.109.001
122710019,C.18.4.20.006
122710155,C.27.4.10.054
122710158,C.73.7.145.001
122720042,C.27.4.52.006
122720112,C.86.4.18.001
122720171,C.86.4.39.040
122730065,C.27.4.130.005
122730099,C.27.7.47.005
122730166,C.27.4.81.028
122740078,C.86.4.37.050
122740089,C.86.7.106.003
122750018,C.69.4.54.002
122750041,C.73.4.1.027
122750069,C.27.4.152.004
122750280,C.27.4.10.058
122760076,C.27.4.31.005
122760133,C.69.4.37.002
122760153,C.27.4.66.008
122760164,C.27.4.115.014
122770016,C.27.4.5.017
122770026,C.55.4.2.005
122770135,C.27.4.101.014
122780099,C.27.4.12.023
122790118,C.73.4.75.007
122810027,C.73.4.54.008
122810037,C.27.4.25.004
122810102,C.18.7.127.011
122820151,C.73.4.75.002
122820155,C.04.4.5.012
122830048,C.13.4.19.002
122830083,C.27.4.52.003
122830112,C.04.7.301.007
122830186,C.27.4.9.010
122840002,C.18.7.103.005
122850223,C.73.7.159.014
122860051,C.27.4.25.004
122860085,C.27.4.28.002
122860098,C.27.4.152.030
122870146,C.27.4.28.006
122890021,C.25.4.11.032
122900015,C.27.4.103.002
122900107,C.27.4.66.004
122900166,C.27.4.152.003
122900177,C.27.4.66.008
122910018,C.73.4.17.019
122910129,C.56.4.1.006
122920042,C.47.4.24.005
122920057,C.27.4.152.027
122920070,C.27.4.31.003
122920130,C.27.4.15.057
122930005,C.55.7.147.006
122930020,C.27.4.15.054
122930146,C.27.4.130.005
122930163,C.27.4.9.010
122930171,C.27.4.52.006
122930275,C.27.4.61.002
122940113,C.86.4.39.037
122950092,C.86.4.13.002
122950093,C.27.4.122.002
122950105,C.69.7.715.020
122950106,C.27.4.12.026
122960015,C.86.4.20.003
122960082,C.27.4.1.028
122970060,C.27.4.19.022
122970069,C.73.7.155.003
122970158,C.27.4.9.020
122970205,C.27.7.202.002
122970220,C.73.4.9.025
122990017,C.86.4.39.008
122990071,C.27.4.152.027
123000043,C.25.4.2.016
123000046,C.27.4.61.047
123000047,C.27.4.61.056
123000066,C.69.4.90.001
123010037,C.27.4.24.014
123030055,C.27.4.66.019
123030076,C.55.4.22.014
123030093,C.27.4.39.007
123030109,C.27.4.5.018
123030128,C.27.4.3.025
123040038,C.27.4.15.060
123040095,C.69.4.68.007
123040139,C.86.4.4.004
123050040,C.27.4.152.023
123060005,C.43.4.2.001
123060075,C.27.4.57.012
123060157,C.73.4.75.013
123070011,C.27.4.12.021
123070174,C.86.4.37.041
123080060,C.27.4.2.001
123100047,C.27.4.152.011
123100073,C.56.4.1.013
123110068,C.69.4.44.003
123110094,C.27.4.66.019
123110123,C.86.4.3.015
123110148,C.69.7.422.001
123120255,C.73.4.75.010
123130036,C.27.4.50.030
123130057,C.18.4.20.002
123130063,C.27.4.9.019
123140015,C.27.4.60.004
123140083,C.27.4.22.001
123140119,C.27.4.92.013
123150043,C.43.4.16.006
123150088,C.27.4.81.003
123150147,C.27.4.1.009
123150180,C.73.4.6.001
123160023,C.86.4.36.003
123170030,C.56.4.65.007
123170042,C.27.7.202.002
123170063,C.27.4.15.061
123170073,C.27.4.16.001
123170187,C.18.4.30.002
