acc_0615_ForGIS_pt.ACCN,acc_0615_ForGIS_pt.Int_CRSP2ID_int
130770019,810062
130770049,100102
130770050,1520014
130770053,1160002
130770063,350090
130770065,1520018
130770071,520148
130770073,520148
130770080,190192
130770088,1020036
130770129,1530080
130770150,190150
130770162,1010090
130770167,470006
130770170,600000
130770188,1010090
130770214,50260
130770233,140012
130770247,420036
130770254,80044
130770261,1210016
130770268,1010236
130770348,320063
130770355,170065
130770364,280037
130770366,320063
130780018,480030
130780027,280032
130780036,370016
130780042,230036
130780048,520108
130780063,30278
130780068,1520108
130780070,420036
130780072,340000
130780083,10237
130780084,50244
130780085,1020026
130780093,30288
130780094,370016
130780101,330034
130780129,370014
130780172,330066
130780174,530044
130780180,1520148
130780188,400014
130780194,50284
130780237,50240
130780245,1010034
130780306,530105
130780315,520045
130780339,50238
130780342,30242
130780351,320063
130780363,520150
130780445,220058
130790001,1210016
130790004,170065
130790011,50222
130790045,1010032
130790062,50238
130790064,10155
130790078,810016
130790082,610208
130790083,50268
130790087,1580030
130790089,170040
130790095,660120
130790100,30232
130790109,30076
130790161,520074
130790166,1020040
130790205,30290
130790207,330074
130790210,230046
130790213,190000
130790245,880001
130790247,1520075
130790250,170065
130790267,320063
130790269,350028
130790271,1520090
130790272,1520090
130790276,1220000
130790277,350028
130800008,220072
130800045,350196
130800046,310000
130800048,10075
130800051,520106
130800068,600026
130800074,1530098
130800075,100083
130800086,100102
130800088,2020000
130800095,330044
130800099,1520065
130800101,170098
130800113,1520094
130800118,30278
130800130,880000
130800141,30116
130800143,190204
130800145,50170
130800153,40046
130800162,190032
130800169,1530058
130800184,50262
130800198,40036
130800215,30276
130800291,460020
130810010,1530070
130810015,60122
130810028,1360020
130810029,810088
130810034,210050
130810035,520148
130810046,210014
130810049,360012
130810051,20066
130810061,140054
130810085,1010088
130810090,330058
130810103,520112
130810110,460026
130810128,10031
130810134,1020040
130810140,1440026
130810150,610012
130810162,1520034
130810164,30280
130810239,10159
130820003,30220
130820007,330006
130820013,90074
130820017,1520290
130820018,480040
130820021,810030
130820036,1560030
130820039,1010170
130820041,1530018
130820044,10099
130820045,830012
130820049,1090023
130820056,1530036
130820058,350004
130820067,1520196
130820077,1520152
130820115,30146
130820124,30232
130820144,170065
130820147,350028
130830002,220066
130830005,1520036
130830026,1520044
130830030,330052
130830031,20066
130830036,100083
130830037,1300030
130830067,30104
130830070,30216
130830077,330034
130830081,90068
130830126,320063
130830129,280037
130840003,30290
130840015,1010052
130840017,600012
130840025,80044
130840028,520156
130840041,90000
130840044,1010136
130840050,660092
130840054,170042
130840063,330000
130840072,530030
130840082,30010
130840086,50140
130840095,30204
130840102,50168
130840104,520148
130840105,120140
130840113,340030
130840124,170056
130840168,350154
130840172,1520075
130840176,460020
130850021,230010
130850028,330018
130850049,10074
130850059,370012
130850071,120000
130850086,30216
130850114,1160000
130850137,570022
130850158,190214
130860008,810062
130860018,530096
130860033,810004
130860038,520112
130860040,330044
130860047,170042
130860048,1010024
130860072,170062
130860075,400066
130860083,50220
130860086,30242
130860093,350000
130860119,520050
130860121,100080
130860130,170110
130860151,1520060
130870001,30264
130870015,1010030
130870023,810014
130870033,170065
130870040,1520238
130870054,360046
130870057,1520270
130870059,610014
130870069,220066
130870072,1300054
130870099,810084
130870121,80044
130870125,600006
130870135,660092
130870136,520164
130870140,810128
130870159,50260
130870163,30234
130870172,220074
130870196,10250
130870215,350154
130870229,350154
130870230,350154
130880020,320061
130880027,530076
130880028,1520090
130880031,520110
130880032,170038
130880047,810135
130880064,40034
130880065,190006
130880074,170046
130880080,20052
130880094,230036
130880098,1560000
130880120,350020
130880123,810008
130880128,1530034
130880152,10250
130880161,320063
130880164,50238
130880167,370020
130880176,50236
130890004,810008
130890009,1520052
130890051,170132
130890056,520160
130890067,1520024
130890070,660058
130890071,1520168
130890090,500004
130890099,350136
130900029,220068
130900076,220062
130900081,520042
130900083,30250
130900120,520150
130900123,1520075
130900126,620035
130900129,320063
130910010,150038
130910023,270016
130910025,350152
130910027,320061
130910029,140030
130910040,1520148
130910043,30016
130910066,330052
130910071,1520048
130910083,30310
130910098,140020
130910106,120008
130910144,320063
130910145,390014
130910150,330052
130910162,370020
130910164,350028
130920006,330064
130920012,90086
130920039,1530094
130920046,90004
130920052,50104
130920060,30078
130920061,320084
130920067,1520052
130920079,150060
130920108,1520065
130920116,810058
130920127,1560092
130920128,110018
130920156,1300036
130920182,1520194
130930005,30312
130930018,1250036
130930022,810008
130930029,370010
130930048,30104
130930055,480030
130930089,1530024
130930093,200012
130930098,330062
130930103,1520042
130930115,190192
130930123,50244
130930124,1520108
130930128,30212
130930136,190150
130930137,50242
130930144,360016
130940020,1520006
130940034,810110
130940056,30242
130940066,1100042
130940085,480054
130940098,320061
130940103,110024
130940111,1520070
130940119,1520290
130940122,100120
130940133,880012
130950005,1520042
130950023,330034
130950033,270000
130950034,210018
130950039,250012
130950041,250010
130950049,330048
130950057,10097
130950067,350160
130950072,10077
130950093,190090
130950103,1530100
130950116,210010
130950123,1300040
130950126,1300036
130950128,920076
130950137,140018
130950142,1010168
130950146,1520014
130950152,330000
130950196,1530034
130960002,1520106
130960012,1520214
130960021,610034
130960022,10049
130960024,330066
130960032,30232
130960056,220064
130960062,220058
130960066,530052
130960068,810004
130960127,20000
130960129,310031
130960130,370020
130960133,50236
130960138,350028
130960144,350028
130960148,170065
130960152,1520075
130960164,330052
130960169,30204
130970003,230046
130970038,120070
130970043,460002
130970052,320061
130970063,30238
130970073,330066
130970078,10159
130970091,30264
130970097,520120
130970115,880001
130980001,730072
130980010,1300092
130980027,360010
130980033,50206
130980042,350154
130980064,520028
130980070,190014
130980074,1520148
130980076,480040
130980077,80042
130980078,1530008
130980096,1530092
130980105,1520002
130980118,2020002
130980119,520148
130980166,1520312
130980174,20000
130990001,360034
130990032,730022
130990040,660128
130990050,660082
130990051,1520300
130990061,30242
130990065,320063
130990068,1520299
130990072,610169
130990079,320061
130990080,120106
130990081,150086
130990083,60025
130990085,1030046
130990091,370018
130990094,30142
130990109,240030
130990136,60108
130990199,810026
130990205,320063
130990206,20000
130990210,520150
130990214,330052
130990222,360010
131000012,1520299
131000049,300044
131000075,1010088
131000081,1120004
131000086,30084
131000094,460018
131000103,350010
131000107,330040
131000137,1520304
131000156,610286
131000160,1560024
131000194,370020
131000198,1300036
131010009,330036
131010018,1520038
131010028,360046
131010030,1300000
131010043,330026
131010058,190004
131010102,30130
131010110,310036
131010129,150100
131010148,50222
131010166,1160076
131010184,470026
131010199,300042
131010204,1300088
131010226,260006
131010231,120008
131010287,10159
131010342,1520194
131010391,40046
131020003,200014
131020021,600042
131020039,190012
131020042,1090024
131020075,330018
131020086,1160002
131020131,100110
131020150,330064
131020169,400112
131020208,520042
131020218,340028
131020220,1520102
131020228,350000
131020239,330066
131020263,1520112
131020275,30246
131020347,1220000
131020348,460020
131030005,810001
131030009,100124
131030035,610030
131030039,30289
131030047,190056
131030061,480030
131030070,1530058
131030076,1300062
131030081,1520062
131030083,1210010
131030104,1520106
131030105,350174
131030109,190066
131030115,1530052
131030131,810130
131030137,1530048
131030152,1520070
131030153,350064
131030168,30058
131040019,1520050
131040026,1520268
131040057,50234
131040059,220070
131040060,10159
131040071,1010090
131040113,50174
131040119,10009
131040161,350123
131050012,130006
131050013,660124
131050027,170044
131050032,170000
131050049,330036
131050060,30134
131050084,480040
131050093,10109
131050110,660004
131050117,520112
131050127,20064
131050136,1520002
131050176,350154
131060011,810084
131060013,530050
131060019,40034
131060036,660088
131060040,1520042
131060044,10081
131060046,340030
131060056,10243
131060068,810012
131060080,320040
131060102,1520148
131060129,170000
131060132,1520273
131060145,360032
131060146,100112
131060153,810008
131070020,360024
131070024,220066
131070051,200014
131070059,350048
131070078,1300018
131070089,460014
131070091,1090003
131070114,20036
131070132,30178
131070209,520045
131070217,10250
131070262,320063
131070264,350028
131070291,350028
131080007,190066
131080015,1020082
131080035,340020
131080049,30256
131080052,30214
131080053,350028
131080056,330016
131080063,1530072
131080064,30088
131080069,360010
131080075,480040
131080077,400104
131080078,660128
131080084,1560080
131080099,50032
131080111,610208
131080118,1520034
131080130,1010170
131080139,810068
131080140,30120
131080160,30234
131080164,220058
131080167,220068
131080175,610218
131080178,130008
131080186,810066
131080191,620035
131080199,660084
131080203,1020026
131080206,1020020
131080226,130008
131080229,50132
131080238,2020002
131080240,1090027
131080244,1090027
131080251,610288
131080252,190050
131080254,140008
131080267,100076
131080276,50252
131080277,30121
131080279,170054
131080284,90024
131080287,610114
131080294,1100000
131080300,30220
131080305,280006
131080341,1010102
131080351,320063
131080354,20000
131080373,200014
131090008,100144
131090012,30230
131090023,460050
131090046,1210010
131090051,270006
131090057,610008
131090061,90096
131090063,610134
131090074,830000
131090076,160016
131090079,330050
131090085,170042
131090093,50268
131090140,1300050
131090143,60122
131090150,350160
131090154,880008
131090160,810122
131090166,230018
131090181,620010
131090206,530000
131090209,810054
131090226,730026
131090251,50184
131090255,330058
131090257,1520214
131090351,320063
131090374,320093
131090450,370020
131100003,1520065
131100014,10021
131100031,1300012
131100065,480060
131100101,40046
131100102,610024
131100107,300046
131100110,100064
131100111,50244
131110003,1520026
131110031,30078
131110046,30272
131110048,1520052
131110051,1530106
131110067,1520042
131110081,50222
131110089,130016
131110135,1520042
131120013,1520044
131120014,1520136
131120018,170065
131120020,1360020
131120027,100206
131120030,1520036
131120032,600000
131120035,220064
131120085,460014
131120086,1520250
131120089,370020
131120094,30256
131120102,520150
131120108,10129
131120112,20022
131120126,50304
131120169,10250
131120179,530105
131120213,330052
131120228,340028
131130002,220064
131130048,1520042
131130057,100112
131130064,730072
131130067,320002
131130071,660092
131130088,1300098
131130094,90017
131130102,1520152
131130107,1520090
131130111,30180
131130114,30226
131130115,220070
131130119,140000
131130122,480020
131130125,1520090
131130126,30292
131130130,10243
131130140,100206
131130143,30278
131130146,660114
131130147,50042
131130161,330006
131130179,40022
131130187,40046
131130189,230046
131130191,1010090
131130195,530082
131130206,330020
131130266,530105
131140022,1160000
131140058,50306
131140081,10079
131140085,340000
131140125,20022
131140138,1010035
131140211,10250
131140216,170065
131140220,50169
131150002,480030
131150004,50282
131150005,330020
131150013,1580008
131150022,230046
131150023,50250
131150040,350048
131150054,90070
131150090,660092
131150100,1530068
131150112,330010
131150130,250020
131150182,10250
131150244,320063
131150249,40034
131160030,30294
131160039,1530026
131160041,320040
131160044,1530068
131160048,330032
131160104,1520100
131160110,20040
131160115,460020
131160120,190000
131160129,810114
131160136,660086
131160138,310036
131160160,610040
131160165,330052
131160178,350028
131160180,320063
131160194,460020
131160196,320063
131160202,330052
131160204,1220000
131160207,50236
131170022,190066
131170028,1520018
131170036,1100054
131170043,730052
131170053,220020
131170056,660002
131170080,20003
131170098,810020
131170103,1520036
131170107,1520272
131170122,460020
131180008,810010
131180013,530088
131180046,350154
131180051,1520114
131180060,1210038
131180065,1580050
131180066,2020012
131180082,50292
131180100,10250
131180106,350154
131180120,170065
131180122,320063
131180123,330052
131180129,460020
131180131,320093
131190031,50254
131190045,230018
131190052,570032
131190057,520128
131190064,1010034
131190065,170024
131190068,120062
131190076,330062
131190079,520178
131190080,320040
131190082,50194
131190083,350126
131190086,1010230
131190095,30058
131190097,810090
131190120,30100
131190140,520176
131190161,330054
131190213,20000
131200002,1520014
131200005,810012
131200006,230018
131200011,30289
131200017,730028
131200019,610030
131200020,1530068
131200021,610288
131200024,300038
131200025,1520290
131200043,520120
131200063,30338
131200073,20046
131200076,100098
131200083,480056
131200089,520102
131200097,340008
131200098,2020002
131200099,10127
131200109,470014
131200112,520174
131200115,220008
131200118,1530048
131200121,330024
131210023,830000
131210030,110024
131210031,610166
131210036,10243
131210054,50268
131210059,460008
131210060,1520048
131210070,10075
131210072,1530064
131210073,100078
131210076,1030052
131210077,660084
131210098,1530028
131210129,30300
131210136,10239
131210191,1520090
131210196,20000
131210197,350028
131210202,320093
131210211,330052
131220010,520158
131220014,730022
131220047,170064
131220053,350172
131220088,300044
131220091,1300062
131220092,230004
131220094,1210010
131220117,1090004
131220136,1440024
131220141,30274
131220157,1440024
131220162,360001
131220171,1520322
131230011,40046
131230028,350048
131230039,170065
131230045,1520280
131230055,310000
131230063,660082
131230067,30276
131230078,350000
131230119,30120
131230141,1530036
131230144,80038
131230152,30238
131230155,660082
131230165,520070
131230188,220072
131230199,30274
131230239,320063
131230279,480060
131240011,50268
131240022,1580000
131240027,1520248
131240037,50268
131240042,310010
131240062,1520168
131240079,1520300
131240083,1560062
131240091,1020082
131240122,1520090
131240128,50236
131240132,50236
131240145,1520082
131250014,350030
131250016,30220
131250017,1520148
131250031,30310
131250032,1520312
131250033,50274
131250040,1300104
131250079,130012
131250083,30294
131260018,30294
131260021,810078
131260023,160000
131260026,130012
131260036,480060
131260047,30242
131260060,520128
131260064,170010
131260075,50280
131260077,350144
131260078,170022
131260085,810070
131260091,1520252
131260110,1020056
131260137,520148
131270030,10071
131270035,610252
131270037,10131
131270038,480046
131270049,350150
131270051,610252
131270058,460034
131270059,30294
131270063,10157
131270065,600054
131270069,1520090
131270071,620022
131270076,350032
131270080,90086
131270083,30236
131270086,370012
131270092,1300094
131270098,460014
131270101,620035
131270144,1520100
131270197,20000
131270230,520094
131280030,30224
131280032,330032
131280062,1210030
131280069,170010
131280080,1520290
131280081,1520100
131280115,30214
131280133,50244
131280140,810012
131280177,400104
131290006,300060
131290014,570010
131290017,610062
131290025,90068
131290031,240006
131290034,50204
131290046,520112
131290066,170022
131290079,30186
131290083,1530060
131290132,50248
131290137,1500026
131290143,610288
131290182,10071
131300006,610198
131300028,1020024
131300034,1530106
131300051,520182
131300057,230018
131300066,50198
131300071,480052
131300079,80030
131300088,30196
131300102,610156
131300113,20030
131300116,30320
131310023,1520106
131310029,1300020
131310046,170100
131310081,150044
131310096,30278
131310100,170090
131310105,1520042
131310109,1120004
131310116,270000
131310121,30070
131320008,1230000
131320013,810004
131320020,1520048
131320023,1230000
131320031,1520080
131320070,170067
131320102,520088
131320121,350124
131320124,20078
131320168,1520036
131330002,50234
131330003,1520036
131330004,30244
131330016,610180
131330033,140014
131330034,1520148
131330038,1520088
131330040,350160
131330049,140052
131330053,30204
131330064,20000
131330074,810070
131330078,90058
131330084,80034
131330087,520106
131330114,190148
131330117,50214
131330120,220070
131330124,210050
131330131,520040
131330132,30112
131330148,190192
131330176,1220000
131330222,1580030
131340014,10204
131340023,30278
131340031,190002
131340075,520018
131340093,50206
131340100,370009
131340101,330068
131340126,1580030
131340138,340018
131340140,1300108
131340148,610090
131340152,810070
131340167,1020056
131340171,1160036
131340187,660092
131340199,1530028
131340205,1530082
131340216,270012
131340225,330052
131350012,520045
131350032,1010238
131350033,700001
131350053,30218
131350060,460014
131350067,130002
131350069,30242
131350079,190066
131350080,610024
131350085,360012
131350088,330044
131350100,610284
131350105,730072
131350106,460038
131350153,810044
131350201,350028
131350203,310031
131350216,30242
131350231,810048
131360003,220068
131360008,1530086
131360035,730072
131360043,220068
131360056,320054
131360059,170038
131360067,520144
131360084,230018
131360100,270009
131360102,330034
131360117,1520096
131360168,50238
131370013,30244
131370046,30220
131370057,320061
131370058,220068
131370067,50110
131370094,50250
131370095,1010230
131370096,320024
131370103,1580010
131370104,660084
131370111,80038
131370116,50224
131370135,250016
131370141,520050
131370143,1520180
131370162,20000
131380003,1520026
131380032,810004
131380040,520062
131380043,200014
131380052,1520114
131380084,1520054
131380108,330052
131380109,1520090
131380111,1520148
131380122,330052
131380126,810014
131380131,1520065
131380149,330076
131390022,430006
131390024,140002
131390056,10085
131390061,100112
131390066,80066
131390069,220064
131390073,1530012
131390094,340012
131390109,1210010
131390115,1520276
131390138,20000
131390139,50238
131390140,320063
131390145,320063
131390148,330052
131390156,350028
131390157,30242
131390160,610037
131390161,320063
131400020,610002
131400024,100008
131400026,1520034
131400030,50238
131400045,210004
131400057,200012
131400060,170046
131400079,50232
131400091,350018
131400097,810018
131400102,1530096
131400125,330040
131400139,50074
131400184,530105
131400220,520045
131400276,350028
131400286,320063
131400291,610040
131400297,1520194
131400299,660005
131400312,460020
131410007,1530090
131410022,1520302
131410034,1530064
131410043,50232
131410050,810058
131410057,30158
131410067,610166
131410105,460020
131410113,10087
131410119,300044
131410131,50238
131410133,150086
131410141,30084
131410146,30262
131410162,30082
131410168,150086
131410183,660108
131410193,50110
131410194,320032
131410199,50274
131410206,660128
131410208,50260
131410230,530105
131410252,320093
131410263,1220000
131410266,1010090
131420002,360012
131420015,610284
131420040,310012
131420052,600000
131420069,1520302
131420079,30260
131420091,520078
131420092,90044
131420097,1520060
131420101,50302
131420139,530096
131420140,50169
131420150,350124
131430017,730028
131430033,1520152
131430038,610024
131430041,170062
131430060,1520272
131430073,1530092
131430097,520146
131430110,1530058
131430112,700010
131430123,810100
131430141,40010
131430144,420022
131430167,350124
131430175,1090076
131430183,280037
131430185,350028
131440004,810006
131440013,30194
131440042,1520074
131440043,280034
131440045,170038
131440050,30220
131440056,330020
131440061,1520150
131440065,1090074
131440084,20020
131440103,100086
131440105,1010168
131440120,1520250
131440128,190150
131440130,220004
131440152,1530056
131440153,1530092
131440160,300046
131440165,1530068
131440186,520045
131440189,10159
131440206,310031
131440228,20000
131450003,350016
131450005,330034
131450044,840038
131450057,520154
131450068,1520065
131450073,810010
131450082,1520050
131450091,30220
131450106,810012
131450113,30230
131460004,370012
131460009,810070
131460024,1520080
131460042,370006
131460071,1010094
131460081,350028
131470016,1520148
131470044,170046
131470058,350082
131470061,50194
131470075,600054
131470077,810114
131470079,1100024
131470080,30140
131470103,350154
131480002,1530020
131480006,90012
131480020,230018
131480022,90017
131480026,1520056
131480029,140054
131480031,100208
131480032,60026
131480040,170098
131480046,520078
131480048,20086
131480052,170010
131480054,30186
131480059,250012
131480061,30260
131480068,50224
131480075,220058
131480076,360024
131480077,330000
131480079,880000
131480080,320000
131480083,1520272
131480095,350172
131480106,520102
131480107,1520050
131480116,1520082
131480120,300112
131480129,810110
131480138,610288
131480145,1560080
131480151,50234
131480153,90030
131480169,1530082
131480173,2020010
131480183,1520004
131480190,1300094
131480216,350028
131490025,140004
131490029,1020056
131490051,350032
131490052,30158
131490056,730072
131490064,150122
131490096,1530068
131490114,370018
131490117,1520080
131490120,1360006
131490123,30084
131490141,320063
131490148,1220000
131490153,610037
131490168,1010230
131500009,50198
131500012,30220
131500015,350100
131500023,660018
131500031,20076
131500034,530046
131500046,100052
131500053,320084
131500059,520110
131500060,40036
131500068,170039
131500082,370018
131500094,50236
131500108,170038
131500110,420024
131500114,520152
131500116,200014
131500122,90028
131500131,1520090
131500135,370009
131500136,520148
131500140,220064
131500142,150086
131500148,1520018
131500151,40032
131500197,350028
131500208,320063
131500209,350028
131500210,360001
131500221,30242
131500226,20000
131510007,50116
131510015,1020040
131510028,660092
131510036,520150
131510045,460008
131510058,30262
131510063,170060
131510068,220070
131510070,1520065
131510085,330034
131510089,50250
131510090,30264
131510130,1440026
131510131,50042
131510138,20058
131510141,660092
131510154,30228
131510180,50270
131510186,520094
131510187,230032
131510218,350124
131510219,320063
131520017,810001
131520026,610160
131520060,30246
131520078,1300056
131520087,1530012
131520088,200014
131520095,200000
131520099,80062
131520104,480016
131520105,350144
131520106,810130
131520117,390010
131520131,50270
131520136,1520075
131520137,310031
131520138,320063
131520158,350086
131520162,190192
131530003,20074
131530013,350000
131530051,400078
131530072,660066
131530075,810044
131530080,1010164
131530081,170065
131530105,810004
131540037,350186
131540039,270009
131540046,370012
131540047,1520065
131540066,30252
131540071,610252
131540079,1520056
131540086,220074
131540094,150120
131540108,810070
131540121,30136
131540124,250000
131540127,200014
131540147,350154
131540151,350124
131540153,20000
131550034,220044
131550035,610128
131550039,520134
131550041,170042
131550057,330034
131550058,1520308
131550065,660128
131550067,80042
131550078,1010064
131550083,170054
131550084,30242
131550094,340016
131550098,460050
131550099,50220
131550103,10237
131550104,350022
131550109,660128
131550123,1530058
131550155,1090003
131550156,700002
131550166,610000
131550170,30292
131550180,810100
131550199,10250
131550213,10250
131550216,350154
131550248,20000
131550249,320063
131550257,350028
131560004,1520136
131560012,320050
131560048,810070
131560056,100150
131560059,520042
131560061,1300058
131560062,270009
131560063,310030
131560068,350160
131560072,1520090
131560079,30242
131560084,1520250
131560085,170054
131560086,350136
131560094,220006
131560104,610288
131560118,1020026
131560121,2020012
131560128,600056
131560132,30228
131560142,1520158
131560155,660000
131560165,1560058
131560167,320056
131560169,610238
131560170,330044
131560172,240034
131560187,700001
131560190,1520040
131560221,1520075
131560234,170065
131560253,520108
131570011,50222
131570016,350158
131570028,530008
131570036,30266
131570037,50276
131570042,90068
131570044,90038
131570054,610208
131570074,220070
131570095,1530052
131570097,170098
131570101,1520270
131570106,200014
131570108,1030022
131570113,1300050
131570121,30262
131570123,1030026
131570178,520045
131570179,10250
131570183,520045
131570201,370020
131570205,170065
131570214,1520194
131580008,30206
131580014,1520090
131580021,10083
131580028,460024
131580031,1520060
131580033,310052
131580035,100210
131580044,100042
131580045,1530092
131580053,150116
131580062,30222
131580064,220010
131580073,1520148
131580078,160032
131580093,1090003
131580096,1520328
131580103,370016
131580118,1530040
131580150,30242
131580158,1220000
131580168,20000
131580174,320063
131590014,1520192
131590016,80058
131590018,1520192
131590021,30238
131590030,1300054
131590035,30278
131590039,170064
131590052,20086
131590053,1010084
131590054,400014
131590066,610028
131590068,20090
131590075,40034
131590115,1300088
131590135,1520090
131590136,170065
131590138,320063
131590143,170065
131590144,350028
131590167,480052
131590170,350123
131600028,20028
131600033,810083
131600052,30256
131600071,50238
131600087,520122
131600093,1010234
131600094,300044
131600101,360008
131600119,1520294
131600144,220020
131600176,10250
131600185,320063
131600188,320063
131600192,350028
131600194,1090076
131610017,330032
131610025,730000
131610043,20062
131610065,1300068
131610076,810012
131610080,1010010
131610083,600054
131610084,350032
131610091,1520298
131610098,610090
131610099,1520096
131610106,610024
131610109,1520106
131610111,30256
131610129,1020036
131610161,350154
131610174,30242
131610180,700001
131610191,270008
131610196,20000
131620039,340012
131620040,30212
131620046,30220
131620058,10243
131620059,250018
131620067,30272
131620080,20006
131620086,170038
131620090,330070
131620092,50238
131620097,50258
131620107,10091
131620125,810004
131620127,220062
131620130,170022
131620139,250000
131620158,10039
131620166,250000
131620169,50198
131620170,30242
131620245,520088
131620251,300036
131620252,50130
131630024,50066
131630037,50112
131630044,1300100
131630047,310031
131630061,170040
131630062,480016
131630064,30178
131630068,610164
131630076,270012
131630082,220074
131630087,610124
131630088,350000
131630118,1440026
131630128,50232
131630129,30242
131630136,190000
131630140,330062
131630173,90040
131630179,460056
131630180,1520118
131630183,1520062
131630186,250000
131630241,320093
131630245,320063
131630254,280037
131630255,730000
131630258,50238
131630259,460020
131640005,30296
131640054,30242
131640058,1520196
131640060,1530078
131640063,520150
131640070,1520114
131640081,350154
131640083,230000
131640087,130016
131640096,660008
131640107,310006
131640115,190194
131640121,1520110
131640152,50234
131640162,1520094
131640174,200014
131640190,2020000
131640196,810006
131640210,20000
131650036,50160
131650046,1300042
131650057,810008
131650063,1520050
131650067,810004
131650068,270010
131650069,470002
131650079,30296
131650082,1010034
131650083,50222
131650087,1520278
131650100,460020
131650102,150046
131650112,1520075
131650113,10091
131650117,1520068
131650120,30172
131650123,310051
131650124,1520090
131650134,20064
131650136,520134
131650156,810122
131650179,660110
131650214,520150
131650215,520150
131660005,1440024
131660035,1520250
131660037,250002
131660041,30078
131660055,1100038
131660067,120018
131660072,1010090
131660073,30272
131660081,530016
131660111,660120
131660117,1010090
131660124,200010
131660138,1010102
131660145,1520075
131660170,220012
131670012,30002
131670043,360010
131670064,810130
131670068,350134
131670070,390012
131670076,1520168
131670092,1100036
131670097,1580001
131670124,1530068
131670125,30120
131680008,1530108
131680023,610220
131680035,270012
131680039,120010
131680046,230018
131680049,1120028
131680053,1030020
131680062,30302
131680069,50244
131680071,360028
131680078,1520075
131680081,10121
131680082,1440024
131680104,1010102
131680106,1520084
131680108,300044
131680114,320061
131680136,370020
131680144,50268
131680184,1010102
131680185,610040
131680190,350028
131680201,460020
131690037,660112
131690038,370020
131690053,530048
131690072,320061
131690082,220066
131690087,1530092
131690088,350022
131690091,170018
131690097,1520130
131690111,20030
131690140,300032
131690146,320038
131690156,330020
131690161,1010064
131690164,20022
131690261,30242
131690264,200014
131690268,50238
131690292,170065
131690293,310031
131690295,30242
131690327,610002
131700008,1530092
131700021,1520022
131700034,1010030
131700037,1530054
131700041,1030042
131700061,530056
131700065,520102
131700072,1560050
131700073,320026
131700079,320090
131700080,350126
131700090,40032
131700114,30134
131700123,10133
131700136,520114
131700141,350062
131700161,350154
131700178,20000
131700190,1520042
131710011,610124
131710024,330032
131710028,100062
131710029,1520042
131710031,50169
131710034,350126
131710035,600054
131710037,460066
131710042,570012
131710045,30220
131710052,200006
131710055,1020056
131710056,270002
131710070,190116
131710076,50268
131710083,80044
131710101,30272
131710112,330034
131710115,1160070
131710122,30220
131710142,1010086
131710166,30206
131710167,350022
131710208,310031
131710241,50116
131720014,30236
131720030,1010196
131720034,460042
131720042,610064
131720067,200000
131720086,330068
131720091,460042
131720094,140020
131720097,30232
131720113,170098
131720140,420036
131720148,480012
131720187,10250
131720210,350154
131720211,10250
131720228,1520194
131720240,320063
131720282,30272
131730006,170050
131730013,830014
131730015,30148
131730017,1520058
131730020,810070
131730026,1520290
131730027,1210010
131730043,140012
131730071,90020
131730081,200000
131730085,100083
131730095,30216
131730097,1530034
131730099,810066
131730102,400058
131730105,1560000
131730120,1100032
131730125,350092
131730131,300066
131730136,1300054
131730140,190004
131730144,120072
131730150,30302
131730154,1520052
131730156,1520075
131730159,50146
131740005,350080
131740012,220066
131740015,120014
131740024,30232
131740050,480012
131740060,250002
131740077,360006
131740078,1520300
131740082,1300012
131740087,1520060
131740100,320084
131740105,120018
131740146,1520075
131740147,20000
131740150,350028
131740152,350028
131740170,130026
131750013,30172
131750035,250000
131750045,1530102
131750059,350174
131750061,1030042
131750064,170042
131750073,50222
131750075,1520148
131750095,30256
131750113,730058
131750123,30228
131750126,160030
131750127,190158
131750136,1520065
131750140,520112
131750144,660082
131750147,80000
131750148,1010190
131750149,300000
131750156,330000
131750176,320063
131750202,370020
131750217,400000
131750219,50224
131760008,20052
131760013,320061
131760022,530022
131760023,30234
131760024,290000
131760035,1520192
131760044,1520290
131760051,660088
131760053,1520212
131760075,330070
131760076,30272
131760079,1520168
131760087,660092
131760091,530105
131760092,30272
131760094,170002
131760095,1030042
131760097,10244
131760102,170018
131760103,170054
131760105,1520304
131760108,190004
131760119,1560002
131760126,350200
131760147,810110
131760155,50176
131760167,320065
131760186,1530036
131760203,30178
131760211,1520266
131760221,500004
131760225,330024
131760279,1300088
131770001,440004
131770017,80044
131770025,90020
131770036,170022
131770043,1520292
131770045,350028
131770055,300102
131770061,1010034
131770064,420008
131770082,1520100
131770093,330016
131770095,1520078
131770101,20022
131770110,200006
131770111,350160
131770121,20066
131770133,1520278
131770138,810132
131770146,1500026
131770153,1010084
131770161,730072
131770162,200010
131770164,1440026
131770168,1010090
131770171,50188
131770173,810130
131770175,1520118
131770177,100120
131770203,660094
131780004,520170
131780022,1520312
131780034,1580004
131780042,1090052
131780052,90000
131780059,30182
131780060,10085
131780061,10053
131780099,520150
131780102,40034
131780103,120000
131780107,1300026
131780108,40036
131780119,300060
131780189,190058
131780190,1520110
131780250,520045
131790018,10239
131790027,1010066
131790031,1520070
131790043,1520110
131790055,1020040
131790107,1520065
131790115,660114
131790128,230018
131790150,50146
131790151,1300042
131790162,520044
131790164,50124
131790219,520045
131790240,170065
131790248,320063
131790255,320063
131790271,30242
131790273,330052
131790274,330052
131790277,30242
131790278,1220000
131790279,50236
131790280,1520275
131790292,520150
131790295,1520075
