acc_0615_ForGIS_pt.ACCN,acc_0615_ForGIS_pt.Int_CRSP2ID_int
140530130,I.73.4.33.032
140530168,I.49.4.76.016
140530202,I.55.4.20.012
140530220,I.73.4.138.015
140530250,I.86.4.8.077
140530274,I.69.4.4.009
140530276,I.69.4.34.001
140530361,I.55.4.22.022
140540003,I.55.4.25.009
140540005,I.73.4.75.056
140540047,I.69.4.4.003
140540071,I.69.4.91.022
140540080,I.73.4.75.042
140540092,I.55.4.1.039
140540147,I.55.4.2.001
140540158,I.69.4.142.009
140540237,I.55.4.6.005
140540275,I.73.4.75.050
140550029,I.43.7.83.001
140550036,I.69.4.143.008
140550044,I.47.4.11.027
140550049,I.43.4.7.023
140550082,I.69.4.89.005
140550095,I.55.7.146.002
140550099,I.69.4.101.024
140550101,I.55.4.22.052
140550112,I.69.4.9.046
140550113,I.73.4.1.007
140550205,I.55.4.2.001
140550242,I.73.4.50.017
140550309,I.55.4.2.025
140550323,I.55.4.25.026
140550332,I.69.4.48.023
140550482,I.73.4.75.048
140560020,I.86.4.7.034
140560048,I.43.4.115.005
140560068,I.43.4.115.005
140560225,I.73.4.1.003
140560263,I.69.4.10.004
140560284,I.73.4.10.039
140560337,I.73.4.81.019
140560364,I.73.4.75.068
140560405,I.55.4.25.024
140560421,I.73.4.75.035
140560775,I.69.4.13.002
140560780,I.69.4.5.043
140560781,I.69.4.5.043
140560782,I.69.4.137.009
140560784,I.69.4.5.043
140570043,I.69.4.9.068
140570072,I.55.4.22.030
140570083,I.69.4.4.002
140570179,I.86.4.37.002
140570223,I.73.4.81.005
140570309,I.55.4.22.033
140570351,I.55.4.22.035
140570359,I.55.4.1.036
140570378,I.55.4.36.031
140580006,I.73.4.115.001
140580011,I.73.7.160.005
140580026,I.73.4.137.010
140580040,I.69.4.6.030
140580048,I.69.4.91.012
140580066,I.73.4.4.032
140580130,I.69.4.141.006
140580169,I.55.4.22.022
140580183,I.55.4.25.028
140580195,I.55.4.22.037
140580228,I.69.4.144.006
140580285,I.73.4.4.047
140580308,I.86.4.3.054
140580311,I.55.4.36.031
140580440,I.73.4.47.003
140580458,I.69.4.5.033
140590007,I.73.4.5.003
140590016,I.69.4.34.008
140590043,I.73.4.4.030
140590113,I.86.7.131.002
140590150,I.55.4.22.041
140590196,I.55.4.34.024
140590253,I.55.4.22.026
140590265,I.69.4.103.010
140590473,I.69.4.43.006
140600118,I.49.4.1.044
140600168,I.55.4.25.028
140600200,I.73.4.50.027
140600387,I.69.4.146.006
140600392,I.69.4.68.017
140600394,I.69.4.7.048
140610012,I.86.4.19.034
140610033,I.69.4.4.001
140610064,I.55.4.22.041
140610142,I.69.4.6.030
140610168,I.86.4.19.021
140610189,I.73.4.2.054
140610208,I.69.4.103.019
140620004,I.43.4.1.031
140620037,I.69.4.100.030
140620045,I.55.4.22.017
140620275,I.56.4.84.001
140620293,I.55.4.5.006
140620298,I.55.4.9.017
140620302,I.55.4.22.032
140620310,I.55.7.104.013
140620314,I.55.4.34.024
140620362,I.69.4.98.004
140630011,I.55.7.112.004
140630014,I.55.4.4.019
140630051,I.55.4.2.001
140630080,I.56.4.34.006
140630083,I.69.4.12.001
140630164,I.69.4.6.031
140630227,I.73.4.4.034
140640009,I.69.4.77.001
140640051,I.49.4.27.003
140640089,I.55.4.5.010
140640124,I.86.4.39.033
140640130,I.86.4.37.074
140640141,I.86.4.19.035
140640176,I.86.4.19.021
140640193,I.73.7.140.001
140640218,I.73.4.4.030
140640245,I.55.4.36.031
140640345,I.69.7.382.002
140650011,I.69.4.103.015
140650038,I.43.4.2.024
140650082,I.86.4.35.047
140650119,I.56.4.1.076
140650165,I.73.4.75.055
140650221,I.86.4.5.006
140650248,I.43.4.25.019
140660028,I.43.4.12.011
140660031,I.73.4.75.003
140660036,I.73.4.120.009
140660042,I.73.4.75.056
140660193,I.55.4.22.030
140660378,I.69.4.113.001
140660390,I.73.4.2.082
140660393,I.56.4.1.029
140670014,I.73.4.2.013
140670025,I.86.4.33.019
140670136,I.69.4.13.013
140670142,I.56.4.34.001
140680016,I.69.4.54.017
140680038,I.55.4.9.017
140680066,I.55.4.4.012
140680069,I.86.4.8.014
140680073,I.69.4.13.001
140680105,I.69.4.90.008
140680232,I.56.7.123.001
140690119,I.86.4.8.074
140690254,I.49.4.18.002
140690255,I.69.7.457.003
140690257,I.69.4.67.001
140700015,I.73.4.75.072
140700093,I.73.4.75.073
140700111,I.73.4.75.068
140700137,I.73.4.75.068
140700146,I.69.4.9.017
140700196,I.73.4.75.056
140700257,I.43.4.14.004
140700306,I.86.4.42.003
140700313,I.69.4.7.001
140710004,I.86.7.117.009
140710016,I.55.4.8.024
140710029,I.55.4.22.054
140710034,I.55.7.125.013
140710036,I.86.4.12.033
140710101,I.49.4.45.009
140710118,I.73.4.13.050
140710137,I.86.4.35.048
140710172,I.73.4.2.039
140720025,I.43.4.16.010
140720040,I.69.4.90.008
140720128,I.69.4.91.022
140720148,I.73.4.4.027
140720149,I.55.4.22.001
140720158,I.55.7.134.005
140720192,I.43.4.25.032
140720261,I.86.7.113.004
140720262,I.86.7.138.007
140730013,I.69.4.6.034
140730020,I.55.7.120.001
140730096,I.69.4.9.078
140730143,I.55.4.22.033
140730158,I.43.4.12.004
140740008,I.55.4.22.058
140740046,I.69.4.9.050
140740105,I.69.4.16.042
140740142,I.73.4.136.007
140750073,I.86.4.37.065
140760041,I.69.4.153.004
140760066,I.69.4.7.001
140760100,I.86.4.39.073
140760102,I.47.4.1.009
140760132,I.73.4.7.019
140760153,I.73.4.50.017
140760199,I.55.4.34.001
140760200,I.55.4.1.013
140760277,I.69.4.14.006
140770002,I.56.4.35.030
140770057,I.73.4.75.040
140770074,I.69.4.155.013
140770112,I.86.4.41.001
140770131,I.73.4.1.005
140770147,I.55.4.34.024
140770180,I.55.4.22.037
140770189,I.86.4.19.023
140780039,I.86.4.35.028
140780097,I.69.4.37.002
140780105,I.55.4.22.026
140780150,I.86.7.113.003
140780163,I.69.4.4.006
140790010,I.73.4.2.087
140790066,I.43.4.7.014
140790085,I.73.4.4.034
140790182,I.86.4.3.054
140790188,I.73.4.81.019
140790189,I.86.4.42.003
140790199,I.73.4.4.047
140800004,I.56.4.1.038
140800030,I.43.4.7.013
140800033,I.56.4.1.063
140800073,I.86.4.31.001
140800100,I.69.4.13.008
140800107,I.73.4.10.024
140800116,I.55.4.36.009
140800130,I.69.4.14.013
140800152,I.55.4.22.058
140800187,I.69.4.6.030
140800190,I.86.4.19.029
140800199,I.55.4.19.019
140800229,I.73.4.75.008
140810007,I.69.4.90.014
140810018,I.73.4.41.010
140810020,I.69.4.9.078
140810037,I.73.4.2.071
140820058,I.69.4.14.007
140830025,I.43.4.2.013
140830026,I.69.4.4.001
140830134,I.69.4.21.074
140830223,I.55.7.112.005
140830246,I.55.4.5.010
140830261,I.43.4.7.024
140830304,I.73.4.33.032
140840007,I.55.7.104.001
140840031,I.47.4.24.013
140840065,I.69.4.4.010
140840237,I.86.7.106.019
140840252,I.69.7.356.003
140850052,I.55.4.16.009
140850115,I.56.4.1.108
140850167,I.55.4.34.024
140850227,I.73.4.81.019
140850231,I.86.4.39.051
140850238,I.73.4.8.018
140860014,I.69.4.9.068
140860019,I.73.4.120.005
140860023,I.69.4.145.008
140860032,I.73.4.4.047
140860044,I.69.4.9.062
140860108,I.69.4.142.005
140860143,I.55.4.36.031
140860207,I.73.4.75.040
140860214,I.55.4.16.009
140860270,I.86.7.113.004
140860278,I.69.4.146.004
140870039,I.69.4.91.006
140870069,I.73.4.4.027
140870071,I.73.7.134.001
140870083,I.73.4.134.004
140870122,I.86.4.18.018
140870157,I.73.4.75.061
140880011,I.69.4.12.011
140880036,I.69.4.16.005
140880041,I.69.4.37.013
140880060,I.55.4.36.030
140880078,I.55.4.34.024
140880096,I.73.4.13.010
140880103,I.73.4.75.057
140880110,I.69.4.54.017
140890003,I.69.4.36.005
140890034,I.86.4.39.075
140900003,I.73.4.75.048
140900097,I.86.4.37.073
140900106,I.86.4.19.030
140900109,I.69.4.158.003
140900110,I.86.4.37.046
140900145,I.55.4.4.012
140900169,I.73.4.12.010
140900273,I.69.4.13.002
140910003,I.47.4.6.004
140910027,I.69.4.4.003
140910263,I.55.4.22.030
140910286,I.86.4.8.049
140920035,I.69.4.9.017
140920036,I.73.4.1.003
140920063,I.69.4.10.009
140920064,I.73.4.17.050
140920067,I.73.4.81.019
140920070,I.73.4.2.077
140920072,I.73.4.17.053
140920082,I.69.4.37.002
140920118,I.73.4.2.054
140920124,I.56.4.1.038
140920161,I.43.4.9.001
140920189,I.49.4.48.002
140930168,I.73.4.4.062
140930171,I.49.4.104.004
140940015,I.73.4.1.045
140940079,I.55.4.22.030
140940116,I.73.4.81.015
140940137,I.73.4.4.030
140940197,I.86.4.35.030
140940213,I.73.4.75.041
140940229,I.73.4.75.066
140940284,I.43.4.15.003
140950060,I.55.4.36.031
140950073,I.86.4.19.042
140950096,I.55.4.34.024
140960045,I.73.4.75.072
140960046,I.49.4.14.010
140960062,I.73.4.2.075
140960095,I.73.4.72.010
140960102,I.73.4.81.005
140970068,I.69.4.6.034
140970127,I.73.4.47.007
140970142,I.55.4.34.001
140970197,I.49.4.18.002
140980145,I.56.4.34.001
140980281,I.86.4.42.003
140990010,I.73.7.186.016
140990135,I.86.4.75.044
141000109,I.55.4.2.001
141000143,I.86.4.37.060
141000151,I.69.4.9.051
141000160,I.55.4.7.007
141000203,I.86.4.37.034
141000206,I.86.4.37.049
141000207,I.86.4.75.044
141010039,I.73.4.2.056
141010043,I.73.7.134.009
141010058,I.73.4.81.017
141010064,I.73.4.75.047
141010091,I.43.4.4.015
141010162,I.86.7.139.001
141010163,I.73.4.13.031
141010165,I.49.4.17.007
141020009,I.73.4.75.019
141020069,I.73.4.30.002
141020076,I.69.4.90.011
141030054,I.73.4.1.005
141030074,I.73.4.45.005
141030110,I.86.4.9.003
141040033,I.55.4.25.025
141040071,I.55.4.9.001
141040079,I.55.4.34.024
141040087,I.69.4.54.017
141040118,I.86.4.11.001
141040181,I.73.4.81.019
141050005,I.56.4.16.014
141050060,I.69.4.9.078
141050098,I.69.4.57.007
141050112,I.69.4.9.048
141050119,I.69.4.13.008
141050156,I.86.4.36.010
141050162,I.73.7.112.001
141050215,I.73.4.75.047
141050217,I.73.4.1.005
141060011,I.73.4.4.032
141060061,I.73.4.2.030
141060098,I.73.4.81.015
141060130,I.69.4.9.065
141060140,I.69.4.91.007
141060189,I.86.7.100.001
141060190,I.73.4.75.052
141060196,I.86.4.32.008
141060198,I.86.4.18.010
141060220,I.86.4.39.051
141060236,I.86.4.35.031
141060256,I.43.4.115.010
141060299,I.69.4.14.006
141060310,I.56.4.52.009
141060321,I.55.4.22.015
141070009,I.86.4.18.018
141070034,I.43.4.25.027
141070043,I.86.4.6.032
141070057,I.69.7.296.002
141070101,I.69.4.12.005
141070157,I.86.4.18.012
141070158,I.69.4.13.002
141070179,I.73.4.4.039
141070272,I.73.4.1.005
141070278,I.73.4.75.048
141070279,I.86.4.37.034
141070292,I.69.4.14.006
141070302,I.69.4.48.030
141070305,I.49.4.23.005
141070308,I.49.7.238.001
141080022,I.43.4.15.003
141080028,I.69.4.9.077
141080033,I.69.4.9.050
141080048,I.69.4.44.002
141080063,I.86.4.19.021
141080064,I.86.4.9.021
141080065,I.86.4.9.016
141080138,I.73.4.75.035
141090023,I.43.4.4.011
141090053,I.56.4.9.018
141090066,I.69.4.6.034
141090074,I.69.4.9.066
141090089,I.86.4.8.069
141090108,I.86.4.35.024
141100084,I.69.4.90.008
141110008,I.69.4.42.004
141110009,I.73.4.133.006
141110016,I.73.4.2.076
141110038,I.86.4.39.005
141110089,I.86.4.37.015
141110101,I.73.4.75.040
141110103,I.55.4.1.034
141110119,I.69.4.48.014
141110195,I.73.4.54.009
141110200,I.86.4.36.001
141110207,I.73.4.2.052
141110212,I.69.4.14.007
141110214,I.69.4.13.025
141120015,I.69.4.16.005
141120056,I.69.4.91.012
141120118,I.86.4.19.032
141120134,I.55.4.8.031
141120171,I.43.4.7.015
141130001,I.55.4.8.031
141130011,I.73.4.7.019
141130128,I.55.4.10.028
141140037,I.69.4.91.001
141140079,I.73.7.141.001
141140109,I.55.4.25.028
141140211,I.86.4.36.001
141150005,I.69.4.60.004
141150007,I.49.4.46.009
141150013,I.73.4.2.027
141150014,I.69.4.13.005
141150061,I.69.4.5.028
141150067,I.73.4.1.024
141150109,I.86.4.19.032
141150115,I.73.4.81.016
141150124,I.55.4.22.009
141150138,I.43.4.15.003
141160013,I.86.4.8.039
141160024,I.43.4.9.024
141160027,I.55.4.36.031
141160046,I.56.4.1.039
141160086,I.73.4.138.005
141160087,I.69.4.141.005
141170065,I.55.4.34.012
141180004,I.73.4.75.007
141180010,I.69.4.9.063
141180050,I.69.4.9.027
141180097,I.55.4.22.044
141180214,I.86.4.8.012
141180224,I.69.4.15.001
141180231,I.69.4.100.039
141180236,I.69.7.303.002
141180242,I.69.7.440.001
141190042,I.69.4.37.011
141190075,I.86.4.37.059
141190076,I.73.4.81.019
141200015,I.73.4.75.023
141200019,I.86.4.35.030
141200021,I.73.4.75.035
141200022,I.55.4.36.013
141200057,I.56.4.8.006
141200081,I.69.4.56.016
141200085,I.73.4.4.028
141200093,I.55.4.1.039
141200117,I.86.4.35.036
141200136,I.55.4.16.009
141210026,I.73.4.2.071
141210027,I.56.4.1.070
141210028,I.73.4.2.030
141210056,I.69.4.4.015
141210087,I.55.4.20.012
141210092,I.73.4.75.044
141220009,I.73.4.2.052
141220063,I.73.4.75.048
141220099,I.55.4.22.047
141220102,I.69.4.34.001
141220135,I.43.4.26.003
141230052,I.73.4.12.029
141240029,I.86.4.6.008
141240106,I.55.4.36.031
141240133,I.55.4.34.024
141250102,I.73.4.75.040
141260009,I.86.4.14.011
141260084,I.43.4.23.004
141260108,I.73.7.118.002
141260194,I.69.7.191.001
141260199,I.86.4.39.065
141270056,I.49.4.43.001
141270088,I.69.4.11.015
141270104,I.56.4.82.028
141270133,I.55.4.6.013
141270136,I.55.4.36.031
141270140,I.55.4.1.035
141270147,I.73.4.9.062
141280008,I.69.4.4.025
141280048,I.86.4.12.041
141280097,I.55.4.2.012
141280105,I.73.4.4.030
141290081,I.55.4.34.018
141290093,I.73.7.134.029
141290130,I.55.4.12.016
141300071,I.55.4.22.037
141310001,I.73.4.54.009
141310023,I.69.4.4.003
141310029,I.86.4.9.021
141310087,I.69.4.9.077
141310100,I.86.4.19.034
141320006,I.73.4.133.013
141320048,I.47.4.11.021
141320105,I.43.4.23.005
141320111,I.86.4.19.035
141320142,I.55.4.16.009
141320181,I.73.7.140.001
141320182,I.73.4.9.072
141330017,I.56.4.82.028
141330103,I.47.4.11.022
141330137,I.73.4.75.048
141330139,I.55.4.22.035
141330140,I.86.4.6.017
141330150,I.43.4.3.018
141340020,I.69.4.54.001
141340039,I.73.4.138.009
141340149,I.86.4.14.001
141340159,I.86.7.117.003
141350037,I.56.4.67.045
141350099,I.69.4.54.017
141350115,I.73.4.4.047
141350117,I.55.4.22.037
141350136,I.55.4.22.057
141360033,I.55.4.36.030
141360069,I.55.4.4.019
141360086,I.69.4.13.004
141360110,I.73.4.134.004
141360125,I.73.4.48.001
141370021,I.73.4.47.006
141370053,I.73.4.13.047
141370058,I.73.4.2.056
141370085,I.73.4.8.012
141380009,I.55.4.11.028
141380041,I.55.4.22.030
141380095,I.73.4.75.052
141380118,I.73.4.17.025
141390013,I.69.4.91.002
141390022,I.73.4.120.005
141390055,I.56.4.8.004
141390099,I.56.4.1.036
141390182,I.86.4.60.001
141390183,I.73.7.141.008
141400018,I.86.4.37.037
141400141,I.55.7.133.004
141400159,I.55.4.22.024
141400162,I.73.4.1.007
141400170,I.86.4.35.024
141400242,I.86.4.75.044
141400259,I.73.4.115.001
141410036,I.55.4.8.029
141410053,I.69.4.11.016
141410112,I.73.4.75.045
141410188,I.56.4.47.016
141420012,I.73.4.2.029
141420035,I.69.4.103.010
141420085,I.55.4.11.027
141420087,I.55.4.25.021
141420091,I.56.4.4.043
141420098,I.55.4.20.012
141420118,I.69.4.32.004
141420138,I.55.7.147.012
141420176,I.43.4.32.013
141420230,I.69.4.9.072
141430005,I.69.7.898.004
141430014,I.69.4.9.078
141430025,I.69.4.4.010
141430039,I.55.4.35.003
141430052,I.55.4.22.053
141430057,I.73.4.75.018
141430119,I.86.4.39.073
141440038,I.55.4.25.014
141440067,I.73.4.75.035
141440116,I.69.4.115.001
141450029,I.69.4.54.006
141450049,I.73.4.4.062
141450075,I.86.4.6.010
141450089,I.56.4.41.005
141460016,I.43.4.15.016
141460028,I.55.4.16.008
141460036,I.86.4.20.001
141460057,I.55.4.36.011
141470021,I.55.7.106.004
141470025,I.69.4.9.078
141470028,I.47.4.34.001
141470032,I.73.4.75.038
141470038,I.55.4.12.016
141470054,I.69.4.21.035
141470116,I.55.4.22.021
141480027,I.49.4.8.001
141480116,I.73.4.75.072
141480151,I.55.4.22.033
141480153,I.73.4.4.030
141480155,I.73.4.75.023
141480156,I.73.4.4.030
141480159,I.55.4.36.028
141480161,I.69.4.6.024
141480196,I.69.4.4.004
141490039,I.73.4.4.034
141490052,I.69.4.5.058
141490076,I.86.4.8.074
141490098,I.73.4.4.034
141490105,I.69.4.54.017
141490138,I.55.4.23.002
141490148,I.73.4.1.001
141490162,I.86.4.75.052
141490218,I.73.7.143.002
141490227,I.69.7.7.001
141500046,I.73.4.81.019
141500053,I.43.4.7.021
141500067,I.55.4.1.034
141500141,I.55.4.5.007
141500150,I.69.4.90.008
141500153,I.73.4.75.048
141500200,I.55.4.5.006
141500223,I.49.7.266.004
141500225,I.49.4.28.002
141510011,I.86.4.35.030
141510072,I.43.4.12.013
141510111,I.86.4.19.036
141520098,I.73.4.81.015
141530029,I.69.4.91.022
141530187,I.55.4.34.001
141530194,I.55.4.34.024
141530211,I.86.4.12.044
141530212,I.86.7.113.004
141540043,I.69.4.91.026
141540082,I.55.4.22.037
141540103,I.86.4.6.019
141540105,I.73.4.75.019
141540165,I.86.4.39.072
141540212,I.73.4.72.001
141550010,I.55.4.3.011
141550027,I.69.4.103.007
141550037,I.55.4.22.050
141550051,I.43.4.24.002
141550061,I.55.4.34.016
141550064,I.55.4.25.009
141550080,I.55.4.36.031
141550113,I.73.4.75.059
141550145,I.55.4.22.052
141550215,I.73.4.4.034
141560041,I.73.4.133.013
141560051,I.47.4.11.038
141560058,I.55.4.36.031
141560062,I.69.4.9.070
141560142,I.69.4.34.020
141560157,I.86.4.39.072
141560168,I.69.4.25.003
141560269,I.86.4.75.044
141560271,I.86.4.8.012
141570031,I.86.4.18.022
141570032,I.69.4.7.073
141570105,I.55.4.36.028
141570115,I.69.4.6.026
141570121,I.73.4.133.005
141570142,I.73.4.75.015
141570145,I.47.4.9.011
141570146,I.73.4.75.052
141570157,I.86.4.19.038
141570195,I.55.4.5.006
141570218,I.73.4.66.010
141580021,I.73.4.51.007
141580099,I.56.4.21.006
141580111,I.73.7.141.013
141590063,I.55.4.22.058
141590085,I.73.4.16.007
141590095,I.86.4.39.064
141590099,I.73.4.9.022
141590110,I.55.7.134.005
141590114,I.55.7.112.008
141600003,I.73.4.17.030
141600014,I.69.4.4.009
141600052,I.73.4.6.016
141600063,I.56.4.41.008
141600092,I.55.4.2.001
141600160,I.43.4.1.034
141610001,I.73.4.4.047
141610030,I.47.4.10.004
141610031,I.73.4.81.015
141610158,I.56.4.22.001
141610160,I.55.4.22.021
141610187,I.86.4.18.001
141610292,I.73.7.184.003
141610305,I.86.4.6.046
141610306,I.73.7.158.001
141610308,I.49.4.76.024
141620020,I.55.4.10.009
141620031,I.69.4.91.001
141620043,I.69.4.6.015
141620067,I.73.4.138.012
141620132,I.55.4.34.003
141620169,I.47.4.14.018
141630041,I.69.4.6.032
141630078,I.55.4.36.031
141630104,I.86.4.37.031
141630162,I.73.4.75.047
141640016,I.69.4.48.030
141640098,I.86.4.19.008
141640179,I.55.4.22.031
141640181,I.69.4.77.005
141640202,I.43.4.7.007
141640227,I.47.4.22.005
141640231,I.86.4.75.052
141650009,I.55.4.7.011
141650013,I.73.4.75.071
141650018,I.55.7.134.003
141650077,I.86.4.18.001
141650115,I.69.4.6.034
141650126,I.73.4.2.044
141660084,I.55.4.36.007
141660099,I.43.4.7.015
141660110,I.55.4.22.058
141660112,I.73.4.65.012
141660134,I.43.4.1.027
141660152,I.56.4.23.007
141670010,I.56.7.125.003
141670013,I.73.4.2.021
141670055,I.69.4.12.001
141670092,I.69.4.91.001
141670106,I.69.4.57.006
141670136,I.86.4.75.006
141670139,I.86.4.3.054
141670223,I.69.7.29.003
141680003,I.55.4.22.024
141680047,I.73.4.44.030
141680051,I.73.4.75.047
141680141,I.55.4.3.018
141680246,I.86.4.19.033
141680250,I.47.4.34.020
141680252,I.47.4.16.008
141680269,I.69.4.137.003
141680271,I.69.4.77.001
141690037,I.69.4.34.001
141690051,I.86.4.6.016
141690068,I.73.4.49.011
141690106,I.73.4.75.023
141690127,I.43.4.14.004
141690132,I.73.4.7.006
141690175,I.73.4.4.039
141700076,I.86.4.6.020
141700103,I.55.4.22.001
141700137,I.73.4.120.009
141700167,I.73.4.75.056
141710020,I.73.4.34.017
141710062,I.55.4.22.040
141710088,I.69.4.34.001
141710102,I.73.4.75.044
141710145,I.73.4.75.049
141720031,I.86.4.75.044
141720079,I.86.4.35.031
141720088,I.69.4.32.003
141720106,I.56.4.35.040
141730033,I.73.4.75.052
141730086,I.69.4.32.004
141730087,I.55.4.36.031
141740013,I.73.4.75.007
141740033,I.73.7.157.018
141740084,I.69.4.13.026
141740122,I.73.4.4.047
141740124,I.69.4.91.017
141740126,I.69.4.32.002
141740130,I.69.4.56.013
141740140,I.69.4.91.018
141740184,I.86.4.42.003
141740189,I.69.4.142.019
141750008,I.55.7.133.005
141750017,I.43.4.115.005
141750148,I.56.4.1.089
141750169,I.73.4.75.060
141750284,I.73.4.33.032
141750287,I.73.4.75.048
141750288,I.73.4.1.005
141750289,I.73.7.141.007
141760006,I.69.7.200.005
141760042,I.55.4.22.056
141760050,I.69.4.100.024
141760070,I.86.4.35.030
141760080,I.69.4.90.008
141760096,I.49.4.21.012
141760110,I.73.4.75.055
141760119,I.69.4.6.034
141760122,I.69.4.4.001
141760135,I.55.7.112.005
141760147,I.86.7.147.001
141760152,I.55.4.36.023
141760190,I.86.4.36.001
141760194,I.56.4.89.001
141770027,I.73.4.133.019
141770049,I.55.7.147.008
141770108,I.47.4.14.003
141780041,I.86.7.110.005
141780064,I.86.7.3.005
141790004,I.69.4.37.007
141790005,I.55.7.120.001
141790015,I.69.4.103.010
141790037,I.73.4.75.060
141790059,I.73.4.74.014
141800003,I.73.7.154.007
141800009,I.56.4.1.057
141800034,I.73.4.17.004
141800054,I.55.4.2.013
141800068,I.43.4.7.036
141800079,I.55.4.4.012
141800085,I.55.4.14.010
141800107,I.43.4.1.035
141810070,I.55.4.22.046
141810097,I.73.4.81.019
141810129,I.73.4.75.040
141810219,I.69.4.8.025
141820007,I.69.4.77.012
141820045,I.73.4.9.095
141820051,I.55.4.22.035
141820094,I.73.4.1.005
141820109,I.73.4.75.047
141820111,I.73.4.75.047
141820170,I.86.4.19.005
141820187,I.69.4.37.007
141820204,I.43.4.15.003
141830002,I.86.4.39.038
141830003,I.73.4.2.024
141830026,I.73.4.134.008
141830042,I.55.4.36.001
141830099,I.56.4.18.002
141830100,I.69.4.142.010
141830111,I.69.4.6.034
141830115,I.86.4.7.054
141830141,I.86.4.18.001
141830144,I.73.4.120.005
141830239,I.73.4.1.005
141830241,I.73.4.1.005
141830251,I.86.4.33.001
141830258,I.86.4.75.006
141830270,I.86.7.139.001
141830277,I.86.4.35.030
141830278,I.86.4.75.006
141830288,I.86.4.35.029
141830304,I.49.4.76.008
141830308,I.49.4.34.001
141840066,I.55.4.2.013
141850010,I.55.4.2.013
141850014,I.55.4.22.026
141850021,I.86.4.8.073
141850023,I.55.4.4.019
141850041,I.69.4.4.010
141850049,I.69.4.6.033
141850052,I.69.4.6.032
141860048,I.69.4.142.007
141870011,I.69.4.90.018
141870067,I.73.4.75.030
141870094,I.73.4.4.034
141880034,I.73.4.75.035
141880035,I.73.4.75.044
141880049,I.69.4.9.047
141880063,I.86.4.6.015
141880081,I.73.4.28.007
141880090,I.69.4.13.008
141880101,I.55.4.22.031
141880113,I.73.4.75.052
141880117,I.73.4.75.056
141880127,I.69.7.296.001
141880209,I.55.7.120.003
141880216,I.69.7.567.001
141890008,I.73.4.75.071
141890030,I.86.4.6.020
141890037,I.55.4.1.039
141890042,I.55.4.33.003
141890073,I.73.4.2.024
141890079,I.69.4.54.001
141890145,I.73.4.4.047
141890180,I.86.4.37.043
141890195,I.55.4.34.024
141890200,I.55.4.12.016
141890395,I.47.4.2.020
141890402,I.86.4.75.006
141890427,I.56.4.14.025
141890430,I.56.4.3.022
141890432,I.69.4.5.044
141900030,I.47.4.15.004
141900038,I.69.4.7.073
141900064,I.86.4.19.032
141900066,I.86.4.75.044
141900068,I.86.4.19.032
141900084,I.55.4.25.017
141900117,I.73.4.120.008
141900124,I.55.4.22.032
141900135,I.73.4.75.047
141900157,I.73.4.75.052
141900174,I.86.4.34.005
141900178,I.73.4.75.047
141900276,I.49.4.28.001
141910028,I.73.7.167.008
141910075,I.73.4.17.005
141910088,I.73.4.4.032
141910108,I.73.4.2.056
141910115,I.73.4.75.047
141910131,I.69.4.63.001
141910211,I.55.4.22.027
141920015,I.69.4.63.005
141920089,I.86.4.17.014
141920095,I.47.4.1.024
141920108,I.73.4.81.019
141920114,I.69.4.91.015
141920117,I.86.4.7.063
141920122,I.86.4.35.047
141920155,I.73.4.133.013
141920171,I.55.4.34.024
141920212,I.86.4.75.020
141920214,I.69.7.734.005
141930036,I.73.4.6.001
141930045,I.55.4.22.031
141930070,I.73.4.9.080
141930080,I.86.4.12.002
141930096,I.73.7.156.002
141940016,I.69.4.32.002
141940062,I.55.4.25.028
141940063,I.73.4.75.068
141940076,I.49.7.214.003
141950023,I.69.7.898.004
141950025,I.73.4.50.006
141950076,I.69.4.7.063
141950082,I.69.4.103.005
141950114,I.55.4.22.035
141950253,I.69.7.868.001
141960010,I.69.4.9.078
141960012,I.55.4.36.016
141960014,I.69.4.13.013
141960034,I.73.4.4.052
141960035,I.69.4.4.017
141960107,I.55.4.1.039
141960108,I.73.4.4.028
141960128,I.47.4.9.012
141960191,I.55.4.34.024
141960199,I.55.4.12.016
141960251,I.86.4.75.044
141960253,I.73.4.29.001
141970038,I.55.4.1.034
141970044,I.73.4.13.030
141970066,I.73.4.49.006
141970074,I.73.4.66.006
141970129,I.69.4.9.051
141970144,I.86.7.117.002
141970185,I.69.4.22.017
141970194,I.73.4.9.017
141980005,I.73.4.81.016
141980043,I.73.4.11.009
141980066,I.73.4.2.030
141980078,I.69.4.9.078
141980089,I.73.4.75.068
141980121,I.47.4.2.020
141980156,I.69.4.9.047
141980173,I.73.4.72.009
141980174,I.69.4.4.001
141980195,I.73.4.2.057
141980200,I.55.4.34.024
141980204,I.43.4.15.003
141980253,I.73.4.48.001
141980259,I.49.7.231.004
141990006,I.56.4.67.010
141990052,I.73.4.75.023
141990100,I.86.4.34.006
141990110,I.86.4.39.050
141990136,I.73.4.75.047
141990138,I.73.4.1.005
141990149,I.73.4.75.018
141990161,I.86.4.16.002
141990167,I.73.4.4.015
142000018,I.55.4.22.032
142000019,I.69.4.13.014
142000023,I.69.4.91.022
142000028,I.55.4.8.031
142000035,I.55.4.9.005
142000048,I.55.4.22.038
142000059,I.69.4.9.073
142000099,I.86.4.2.010
142010009,I.69.4.14.007
142010026,I.69.4.9.078
142010069,I.69.4.42.007
142010082,I.55.4.36.031
