ACCN,YEAR,Seg_CRSP2ID_int
152050213,2015,S.55.4.22.004
152050225,2015,S.55.4.24.001
152060058,2015,S.55.4.4.002
152060107,2015,S.55.4.8.003
152070029,2015,S.55.4.19.003
152070124,2015,S.55.4.22.001
152080020,2015,S.43.4.25.003
152080093,2015,S.55.4.36.002
152080108,2015,S.55.4.9.001
152080125,2015,S.73.4.137.001
152080136,2015,S.73.4.11.002
152080160,2015,S.69.4.57.001
152080177,2015,S.73.4.2.003
152080194,2015,S.55.4.22.004
152080197,2015,S.43.4.1.001
152080243,2015,S.86.4.36.001
152090011,2015,S.73.4.4.003
152090023,2015,S.56.4.41.002
152090046,2015,S.86.4.39.008
152090048,2015,S.86.4.8.003
152090050,2015,S.86.4.35.003
152090053,2015,S.86.4.8.005
152090054,2015,S.86.7.109.001
152090091,2015,S.55.7.104.001
152090113,2015,S.73.4.133.002
152090125,2015,S.43.4.115.002
152090160,2015,S.73.4.17.002
152090173,2015,S.73.7.173.001
152090203,2015,S.73.4.120.001
152090221,2015,S.47.4.14.001
152100013,2015,S.86.4.37.005
152100016,2015,S.69.4.91.001
152100110,2015,S.86.4.39.0012
152110008,2015,S.56.4.14.004
152110043,2015,S.55.4.22.001
152110044,2015,S.47.4.11.002
152110084,2015,S.69.7.341.002
152110187,2015,S.69.4.91.001
152110301,2015,S.55.4.25.002
152120012,2015,S.73.4.6.001
152120042,2015,S.43.4.16.002
152120074,2015,S.55.4.22.002
152120103,2015,S.86.4.37.006
152120113,2015,S.73.4.75.002
152120125,2015,S.73.4.7.002
152120126,2015,S.55.7.133.001
152120157,2015,S.55.4.22.001
152120163,2015,S.73.4.7.001
152120167,2015,S.73.4.75.002
152120169,2015,S.43.4.1.001
152120242,2015,S.69.4.7.007
152130054,2015,S.55.4.36.001
152130098,2015,S.55.4.22.003
152130107,2015,S.73.4.75.002
152130116,2015,S.55.4.22.004
152130126,2015,S.55.4.33.001
152140022,2015,S.69.4.48.005
152140027,2015,S.73.4.2.004
152140061,2015,S.43.4.2.002
152140113,2015,S.69.4.15.001
152150007,2015,S.55.4.33.001
152150019,2015,S.43.4.25.002
152150118,2015,S.47.4.20.002
152160091,2015,S.55.4.22.003
152160109,2015,S.56.4.82.005
152160120,2015,S.55.4.22.001
152160125,2015,S.55.4.22.004
152170027,2015,S.73.4.74.001
152170058,2015,S.86.4.39.002
152170059,2015,S.86.4.75.001
152170074,2015,S.43.4.7.006
152170134,2015,S.69.4.91.001
152180041,2015,S.69.4.48.002
152180086,2015,S.86.4.37.006
152180123,2015,S.56.4.8.001
152180189,2015,S.73.4.7.002
152180191,2015,S.73.4.81.001
152190007,2015,S.73.4.9.008
152190039,2015,S.69.4.89.001
152190086,2015,S.55.4.22.004
152190158,2015,S.73.4.136.002
152190222,2015,S.86.4.36.001
152200045,2015,S.69.4.4.006
152200077,2015,S.86.4.30.006
152200112,2015,S.73.4.9.006
152200119,2015,S.73.4.17.003
152200123,2015,S.55.7.133.001
152210041,2015,S.55.7.106.001
152210067,2015,S.86.7.139.001
152210089,2015,S.55.4.22.002
152210100,2015,S.69.4.77.001
152220058,2015,S.49.4.3.001
152220061,2015,S.56.4.4.002
152220093,2015,S.86.4.37.009
152220128,2015,S.55.4.25.003
152220130,2015,S.69.4.5.007
152220143,2015,S.69.4.47.002
152220150,2015,S.73.4.75.002
152220213,2015,S.86.4.19.003
152220227,2015,S.69.8.984.001
152230035,2015,S.73.4.4.001
152230040,2015,S.86.4.6.003
152230092,2015,S.55.4.9.001
152230152,2015,S.69.4.12.001
152240039,2015,S.56.4.27.003
152240047,2015,S.56.4.4.002
152240083,2015,S.56.4.10.003
152240111,2015,S.55.4.1.001
152240120,2015,S.69.4.6.003
152240133,2015,S.56.4.35.010
152240140,2015,S.56.4.34.001
152240164,2015,S.56.4.29.001
152240186,2015,S.55.4.25.003
152250013,2015,S.73.4.17.002
152250018,2015,S.49.4.33.001
152250042,2015,S.55.7.133.001
152250077,2015,S.69.7.334.002
152250133,2015,S.69.4.90.001
152250152,2015,S.55.4.36.002
152250153,2015,S.73.4.7.002
152250201,2015,S.86.4.39.0012
152260074,2015,S.69.4.4.001
152260099,2015,S.49.7.203.001
152260101,2015,S.73.4.7.002
152260121,2015,S.55.4.36.002
152260152,2015,S.55.4.4.002
152260165,2015,S.55.4.36.001
152260172,2015,S.55.7.118.001
152260272,2015,S.73.7.147.001
152260280,2015,S.56.4.57.001
152270032,2015,S.55.4.20.002
152270039,2015,S.73.4.12.001
152270080,2015,S.56.4.5.003
152270138,2015,S.73.4.7.001
152280002,2015,S.73.4.10.003
152280003,2015,S.55.4.22.002
152280014,2015,S.86.4.7.007
152280038,2015,S.73.4.9.006
152280057,2015,S.86.4.19.003
152280082,2015,S.55.4.22.004
152280102,2015,S.86.4.39.009
152280126,2015,S.73.4.7.002
152280168,2015,S.49.4.26.002
152290011,2015,S.73.4.2.002
152290068,2015,S.55.4.22.004
152290139,2015,S.69.4.54.001
152290156,2015,S.86.4.18.003
152290189,2015,S.55.7.104.001
152300022,2015,S.73.4.81.001
152300049,2015,S.69.4.7.003
152300067,2015,S.73.4.120.001
152300081,2015,S.55.4.25.003
152300095,2015,S.55.4.25.003
152300120,2015,S.73.4.120.001
152300131,2015,S.55.4.25.003
152300156,2015,S.73.4.81.001
152300174,2015,S.73.4.75.002
152300193,2015,S.55.4.7.002
152310005,2015,S.55.4.2.001
152310067,2015,S.73.7.186.001
152310107,2015,S.73.4.75.002
152310125,2015,S.55.4.22.003
152310257,2015,S.69.4.90.001
152320005,2015,S.56.4.4.001
152320009,2015,S.55.4.7.004
152320038,2015,S.73.4.7.002
152320081,2015,S.73.4.17.005
152320092,2015,S.56.4.58.001
152330002,2015,S.73.4.81.001
152330031,2015,S.69.4.6.003
152330075,2015,S.86.4.19.001
152330078,2015,S.86.4.30.0010
152330092,2015,S.55.4.25.003
152330127,2015,S.56.4.25.002
152330162,2015,S.73.4.75.002
152340003,2015,S.69.4.42.001
152340036,2015,S.73.4.1.002
152340041,2015,S.73.4.75.002
152340072,2015,S.69.4.66.002
152340108,2015,S.55.7.143.001
152350012,2015,S.73.4.17.007
152350014,2015,S.43.4.2.003
152350019,2015,S.73.4.1.002
152350038,2015,S.69.4.9.002
152350067,2015,S.69.4.37.001
152350111,2015,S.56.4.21.001
152360023,2015,S.73.4.75.002
152360057,2015,S.69.4.7.007
152360060,2015,S.43.4.12.002
152360074,2015,S.73.4.2.001
152360079,2015,S.43.4.3.004
152360124,2015,S.55.4.22.001
152360142,2015,S.55.4.22.001
152360205,2015,S.86.4.75.005
152370013,2015,S.86.4.30.002
152370042,2015,S.73.4.120.001
152370050,2015,S.55.4.22.002
152370110,2015,S.69.4.91.001
152370121,2015,S.49.4.39.002
152370141,2015,S.55.7.104.001
152380011,2015,S.73.4.44.001
152380020,2015,S.86.4.20.001
152380030,2015,S.56.4.25.002
152380032,2015,S.86.4.12.001
152380098,2015,S.55.4.22.001
152380183,2015,S.86.4.39.0010
152380266,2015,S.69.7.438.001
152380267,2015,S.69.7.438.001
152390015,2015,S.73.4.33.001
152390056,2015,S.55.4.2.001
152390147,2015,S.73.4.7.002
152390246,2015,S.86.4.18.001
152390262,2015,S.69.4.57.001
152400005,2015,S.73.4.18.001
152400033,2015,S.86.4.35.006
152400044,2015,S.86.7.117.002
152400071,2015,S.73.4.4.002
152400081,2015,S.73.4.75.002
152400126,2015,S.69.4.4.001
152400142,2015,S.55.4.36.001
152410066,2015,S.73.4.52.001
152410090,2015,S.69.4.13.001
152420045,2015,S.69.4.9.002
152430031,2015,S.73.4.9.006
152430065,2015,S.73.4.4.002
152430078,2015,S.55.7.125.001
152430103,2015,S.73.4.75.002
152430105,2015,S.69.4.4.001
152430171,2015,S.55.4.7.003
152430264,2015,S.73.4.2.003
152440014,2015,S.69.7.293.001
152440028,2015,S.49.4.2.001
152440118,2015,S.55.4.22.003
152440143,2015,S.43.4.26.001
152450050,2015,S.73.4.1.002
152450115,2015,S.47.4.14.003
152450120,2015,S.47.4.4.003
152450127,2015,S.55.4.22.004
152450153,2015,S.73.4.23.002
152450183,2015,S.73.4.7.002
152460018,2015,S.56.4.40.003
152460040,2015,S.55.4.4.002
152460079,2015,S.86.4.37.007
152460085,2015,S.69.4.116.004
152460102,2015,S.55.4.1.001
152460114,2015,S.69.4.91.001
152460120,2015,S.55.4.22.004
152460149,2015,S.69.4.142.001
152460163,2015,S.69.4.29.001
152470028,2015,S.73.7.154.001
152470102,2015,S.86.4.35.003
152470128,2015,S.55.4.11.002
152470156,2015,S.73.4.75.002
152480002,2015,S.55.4.22.004
152480089,2015,S.43.4.25.004
152480102,2015,S.69.4.91.001
152480138,2015,S.69.4.109.001
152480143,2015,S.55.4.6.001
152480147,2015,S.55.4.11.001
152490060,2015,S.86.7.117.002
152490104,2015,S.73.4.81.001
152500070,2015,S.43.4.13.001
152500110,2015,S.49.4.76.001
152510102,2015,S.69.4.48.004
152520019,2015,S.73.4.2.005
152520024,2015,S.69.4.91.001
152520031,2015,S.69.4.91.001
152520034,2015,S.73.4.120.001
152520046,2015,S.55.4.25.003
152520063,2015,S.56.4.88.002
152520099,2015,S.73.4.7.002
152520115,2015,S.56.4.1.002
152520257,2015,S.55.4.11.002
152530040,2015,S.69.4.32.001
152530070,2015,S.86.4.12.002
152530075,2015,S.73.4.1.001
152530236,2015,S.56.4.82.003
152530242,2015,S.55.4.22.004
152540022,2015,S.56.4.38.002
152540050,2015,S.55.4.2.001
152540064,2015,S.49.7.256.001
152540136,2015,S.55.4.22.004
152540169,2015,S.73.4.1.003
152550071,2015,S.73.7.157.001
152550090,2015,S.86.7.117.003
152550116,2015,S.73.7.192.001
152550190,2015,S.55.4.22.004
152560011,2015,S.55.7.125.001
152560048,2015,S.69.4.44.002
152570003,2015,S.73.4.82.001
152570053,2015,S.56.4.35.003
152570062,2015,S.47.4.11.003
152570077,2015,S.69.4.91.001
152570078,2015,S.49.4.25.001
152570140,2015,S.73.4.7.002
152570168,2015,S.55.4.22.001
152580015,2015,S.69.4.5.006
152580016,2015,S.55.4.22.002
152580082,2015,S.55.4.34.003
152580134,2015,S.73.4.137.001
152580176,2015,S.55.4.22.004
152590009,2015,S.56.4.88.001
152590038,2015,S.55.4.24.001
152590073,2015,S.73.4.65.002
152590089,2015,S.73.7.186.002
152590100,2015,S.43.7.54.001
152590130,2015,S.73.7.141.001
152590171,2015,S.69.4.6.003
152600015,2015,S.73.4.9.006
152600016,2015,S.69.4.16.002
152600017,2015,S.55.4.1.002
152600124,2015,S.69.4.4.001
152600152,2015,S.69.7.452.003
152600173,2015,S.55.4.22.004
152600200,2015,S.55.4.20.002
152610017,2015,S.69.4.13.001
152610059,2015,S.86.4.12.004
152610124,2015,S.86.4.19.003
152610128,2015,S.55.4.22.001
152610170,2015,S.49.4.47.002
152620001,2015,S.86.4.37.005
152620047,2015,S.69.4.25.001
152620092,2015,S.86.4.75.001
152620094,2015,S.55.4.22.004
152620101,2015,S.86.4.37.006
152630079,2015,S.55.4.36.002
152630121,2015,S.86.4.37.009
152630123,2015,S.56.4.3.001
152630151,2015,S.55.7.117.001
152640021,2015,S.73.4.7.002
152640084,2015,S.73.4.1.002
152640091,2015,S.55.4.22.004
152640096,2015,S.56.4.17.002
152640124,2015,S.69.4.9.002
152640153,2015,S.69.4.5.007
152640170,2015,S.56.4.1.002
152650029,2015,S.56.4.46.002
152650077,2015,S.86.4.6.007
152650080,2015,S.86.4.7.003
152650083,2015,S.56.4.52.001
152650102,2015,S.73.4.3.001
152650209,2015,S.43.4.13.001
152660013,2015,S.55.4.25.003
152660104,2015,S.73.4.75.002
152660107,2015,S.56.4.24.006
152660108,2015,S.73.4.7.002
152660136,2015,S.55.4.11.002
152660144,2015,S.86.4.3.007
152660161,2015,S.86.4.19.002
152670008,2015,S.49.4.39.001
152670014,2015,S.49.7.220.001
152670029,2015,S.86.7.100.001
152670156,2015,S.69.7.372.001
152670175,2015,S.73.4.137.001
152670183,2015,S.69.4.9.002
152670216,2015,S.55.7.119.001
152670315,2015,S.86.4.75.002
152670327,2015,S.69.4.137.001
152680004,2015,S.73.4.72.001
152680019,2015,S.73.4.2.006
152680020,2015,S.69.4.13.001
152680103,2015,S.73.4.1.002
152680112,2015,S.47.4.12.001
152680115,2015,S.73.4.2.002
152680159,2015,S.73.4.7.002
152680198,2015,S.55.4.3.003
152690026,2015,S.86.4.35.009
152690033,2015,S.86.4.42.002
152690036,2015,S.86.4.39.004
152690046,2015,S.69.4.84.001
152690083,2015,S.56.4.19.001
152700031,2015,S.69.4.3.002
152700047,2015,S.55.7.133.001
152700064,2015,S.73.4.1.003
152700073,2015,S.56.4.35.007
152710100,2015,S.86.4.35.007
152710125,2015,S.55.4.22.003
152710126,2015,S.73.4.7.002
152710127,2015,S.69.4.48.002
152710203,2015,S.69.4.14.002
152720056,2015,S.73.4.120.001
152720060,2015,S.86.4.31.001
152720150,2015,S.55.4.22.003
152730076,2015,S.55.4.25.003
152730086,2015,S.56.4.35.008
152730092,2015,S.86.4.75.005
152730103,2015,S.55.4.23.001
152730167,2015,S.86.4.37.008
152730168,2015,S.69.4.48.005
152730187,2015,S.55.7.137.001
152740002,2015,S.69.4.12.002
152740023,2015,S.86.4.34.001
152740047,2015,S.49.4.31.001
152740062,2015,S.73.7.158.001
152740158,2015,S.73.4.75.002
152740173,2015,S.73.4.7.002
152740174,2015,S.73.7.168.001
152750014,2015,S.69.4.34.001
152750016,2015,S.69.4.90.001
152750050,2015,S.73.4.7.002
152750062,2015,S.69.4.90.001
152750072,2015,S.47.4.23.001
152750126,2015,S.55.7.104.001
152750130,2015,S.69.4.48.004
152750173,2015,S.55.4.22.004
152750189,2015,S.73.4.2.002
152750211,2015,S.69.4.20.001
152750212,2015,S.69.4.21.004
152750280,2015,S.73.4.75.002
152760042,2015,S.73.4.7.002
152760097,2015,S.86.7.123.001
152760101,2015,S.69.4.37.001
152760132,2015,S.55.4.5.002
152760141,2015,S.86.4.39.0012
152760145,2015,S.56.4.35.009
152760147,2015,S.69.4.32.001
152770066,2015,S.73.4.120.001
152770068,2015,S.73.4.7.002
152770072,2015,S.55.4.2.001
152770117,2015,S.86.7.134.001
152770124,2015,S.86.4.3.003
152780013,2015,S.43.4.4.004
152780014,2015,S.86.4.33.003
152780055,2015,S.47.4.18.002
152780115,2015,S.69.4.91.001
152780138,2015,S.55.4.22.004
152790055,2015,S.56.4.20.001
152790146,2015,S.55.4.22.004
152790164,2015,S.73.4.34.001
152790168,2015,S.55.4.22.002
152800012,2015,S.86.4.10.001
152800051,2015,S.86.4.5.002
152800052,2015,S.86.4.19.001
152800071,2015,S.86.7.117.003
152810022,2015,S.73.4.10.003
152810025,2015,S.56.4.80.001
152810027,2015,S.69.4.43.003
152810047,2015,S.73.4.137.001
152810169,2015,S.73.4.9.003
152810178,2015,S.55.7.155.001
152810183,2015,S.69.4.9.002
152810210,2015,S.55.4.22.004
152810263,2015,S.49.4.13.001
152820019,2015,S.69.4.4.001
152820061,2015,S.69.4.54.001
152820102,2015,S.69.4.34.001
152820113,2015,S.55.4.22.004
152820130,2015,S.47.4.11.002
152820179,2015,S.55.4.22.004
152830037,2015,S.73.4.1.002
152830053,2015,S.69.4.91.001
152830095,2015,S.43.4.7.004
152840095,2015,S.73.4.54.002
152840098,2015,S.69.4.4.004
152840114,2015,S.73.4.75.002
152850041,2015,S.55.4.1.002
152850043,2015,S.43.4.25.002
152850090,2015,S.69.4.24.002
152850096,2015,S.73.4.2.002
152850140,2015,S.55.4.22.004
152850152,2015,S.69.4.90.001
152850292,2015,S.73.4.1.001
152860031,2015,S.56.4.1.002
152860044,2015,S.56.4.35.003
152860097,2015,S.55.4.34.003
152860145,2015,S.49.7.235.001
152860169,2015,S.86.4.33.002
152860187,2015,S.73.4.75.002
152860269,2015,S.69.4.91.001
152870005,2015,S.73.7.152.001
152870022,2015,S.43.7.66.001
152870041,2015,S.49.4.1.007
152870055,2015,S.55.4.22.004
152870068,2015,S.69.4.91.001
152870111,2015,S.69.4.91.001
152880012,2015,S.73.4.9.004
152880026,2015,S.73.4.4.001
152880039,2015,S.69.4.20.001
152880056,2015,S.55.4.9.001
152880091,2015,S.73.4.75.002
152880094,2015,S.86.4.42.001
152880120,2015,S.86.4.19.003
152880136,2015,S.73.4.120.001
152880155,2015,S.69.4.47.002
152890036,2015,S.69.4.4.001
152890078,2015,S.86.4.19.003
152890082,2015,S.69.4.32.001
152890094,2015,S.73.4.4.002
152890106,2015,S.86.4.37.002
152890133,2015,S.55.7.133.001
152890161,2015,S.69.4.9.002
152900003,2015,S.55.4.22.004
152900038,2015,S.55.7.112.001
152900051,2015,S.73.7.151.001
152900094,2015,S.69.4.91.001
152900102,2015,S.55.4.11.001
152910005,2015,S.73.4.9.006
152910039,2015,S.73.4.2.007
152910064,2015,S.55.7.112.001
152910107,2015,S.73.4.1.002
152910127,2015,S.73.4.7.002
152910175,2015,S.56.4.75.004
152920001,2015,S.73.4.44.001
152920008,2015,S.69.4.22.002
152920020,2015,S.69.4.9.002
152920027,2015,S.55.4.25.003
152920044,2015,S.86.4.8.004
152920055,2015,S.56.4.35.010
152920060,2015,S.69.4.4.001
152920095,2015,S.69.4.5.003
152920179,2015,S.73.4.47.001
152920189,2015,S.86.4.22.001
152930013,2015,S.69.4.9.002
152930037,2015,S.56.4.24.002
152930055,2015,S.69.4.90.001
152930072,2015,S.69.4.91.001
152930102,2015,S.86.4.18.001
152930124,2015,S.73.4.13.005
152930150,2015,S.73.4.1.001
152930154,2015,S.69.4.142.001
152940007,2015,S.73.4.115.001
152940093,2015,S.69.4.23.001
152940106,2015,S.69.4.81.001
152940145,2015,S.86.4.36.002
152940150,2015,S.86.4.18.004
152940153,2015,S.73.4.2.004
152940163,2015,S.86.7.119.001
152940207,2015,S.73.4.3.001
152940210,2015,S.73.4.14.001
152940268,2015,S.86.4.36.001
152950012,2015,S.86.4.37.003
152950057,2015,S.43.4.12.002
152950097,2015,S.73.4.7.002
152950099,2015,S.69.4.4.001
152950228,2015,S.69.4.22.002
152950233,2015,S.73.7.183.001
152950237,2015,S.73.4.1.003
152960016,2015,S.86.4.14.001
152960104,2015,S.56.4.42.001
152960154,2015,S.55.7.142.001
152960222,2015,S.73.4.75.002
152960227,2015,S.55.4.22.004
152970051,2015,S.69.7.223.003
152970066,2015,S.56.4.15.002
152970092,2015,S.55.4.25.003
152970093,2015,S.55.7.133.001
152970118,2015,S.86.4.39.009
152970136,2015,S.86.4.17.003
152970145,2015,S.73.4.12.001
152980012,2015,S.86.4.35.009
152980023,2015,S.86.4.12.005
152980037,2015,S.86.7.109.001
152980071,2015,S.73.4.2.001
152980077,2015,S.73.4.7.002
152990004,2015,S.73.4.8.003
152990023,2015,S.73.4.138.002
152990027,2015,S.55.4.9.002
152990061,2015,S.47.4.18.002
152990113,2015,S.73.4.1.001
153000002,2015,S.69.4.10.001
153000024,2015,S.86.4.37.002
153000042,2015,S.73.4.7.001
153000052,2015,S.73.4.120.001
153000117,2015,S.86.4.19.003
153010025,2015,S.86.4.75.002
153010031,2015,S.55.4.4.002
153010038,2015,S.55.4.1.002
153010040,2015,S.69.4.4.001
153010064,2015,S.55.4.22.001
153010186,2015,S.86.4.75.002
153010198,2015,S.86.4.75.002
153020009,2015,S.56.4.7.001
153020012,2015,S.55.4.36.001
153020030,2015,S.73.7.146.002
153020072,2015,S.86.4.39.009
153020153,2015,S.73.4.7.002
153020158,2015,S.86.4.39.0012
153020171,2015,S.73.4.81.001
153020173,2015,S.55.4.22.002
153020183,2015,S.55.7.147.001
153030002,2015,S.73.4.43.001
153030008,2015,S.55.7.129.001
153030054,2015,S.49.4.1.007
153030058,2015,S.69.4.37.002
153030060,2015,S.69.4.7.002
153030071,2015,S.55.4.36.001
153030099,2015,S.69.4.6.003
153030102,2015,S.69.7.547.001
153030110,2015,S.69.4.32.001
153030114,2015,S.47.4.1.001
153040011,2015,S.73.7.166.001
153040101,2015,S.55.4.8.003
153050018,2015,S.56.4.53.001
153050054,2015,S.49.4.47.001
153050056,2015,S.73.4.1.001
153050095,2015,S.55.4.22.004
153050110,2015,S.73.4.65.004
153050119,2015,S.56.4.1.005
153050148,2015,S.56.4.80.003
153060026,2015,S.55.4.2.001
153060044,2015,S.55.4.22.001
153060051,2015,S.73.4.13.006
153060052,2015,S.73.4.7.002
153060136,2015,S.69.4.90.001
153060154,2015,S.73.4.17.001
153060246,2015,S.69.7.855.001
153060247,2015,S.69.4.6.003
153070003,2015,S.55.4.25.003
153070018,2015,S.73.4.65.003
153070028,2015,S.69.4.13.001
153070035,2015,S.69.4.32.001
153070039,2015,S.73.4.1.002
153070056,2015,S.55.7.146.001
153070072,2015,S.55.4.22.001
153070088,2015,S.86.4.19.004
153070119,2015,S.56.7.119.001
153070121,2015,S.56.4.1.002
153070134,2015,S.86.4.75.005
153070136,2015,S.69.4.32.001
153070161,2015,S.69.4.63.001
153070187,2015,S.55.7.112.001
153070191,2015,S.86.4.39.0012
153070236,2015,S.43.4.5.001
153070345,2015,S.73.4.81.001
153080163,2015,S.69.4.4.001
153080271,2015,S.69.4.16.002
153090031,2015,S.73.4.120.001
153090038,2015,S.69.4.4.001
153090051,2015,S.56.4.1.002
153090068,2015,S.55.4.25.003
153090097,2015,S.73.4.50.001
153090120,2015,S.73.4.7.002
153090169,2015,S.73.7.145.002
153100008,2015,S.73.4.1.003
153100020,2015,S.73.4.9.006
153100120,2015,S.55.4.4.002
153110034,2015,S.69.7.406.001
153110113,2015,S.73.4.75.002
153110180,2015,S.73.4.75.002
153120013,2015,S.55.4.22.001
153120098,2015,S.73.7.180.001
153130031,2015,S.55.4.36.001
153130099,2015,S.86.7.135.001
153130228,2015,S.73.7.134.001
153140021,2015,S.86.4.3.007
153140051,2015,S.73.4.115.001
153140073,2015,S.73.4.75.002
153140167,2015,S.73.4.3.001
153140198,2015,S.86.4.9.002
153140242,2015,S.86.4.36.001
153150009,2015,S.56.4.60.001
153150014,2015,S.69.7.246.001
153150020,2015,S.69.4.6.003
153150021,2015,S.69.4.28.001
153150047,2015,S.73.4.7.001
153150075,2015,S.56.4.1.004
153150114,2015,S.73.7.154.001
153150122,2015,S.73.4.81.001
153160002,2015,S.73.4.35.001
153160005,2015,S.49.4.51.002
153160039,2015,S.55.4.22.001
153160112,2015,S.55.4.34.002
153160123,2015,S.55.4.22.003
153160132,2015,S.73.4.7.002
153160141,2015,S.55.7.120.001
153160157,2015,S.69.4.34.001
153160191,2015,S.69.4.9.001
153160274,2015,S.86.4.14.001
153160287,2015,S.69.4.7.007
153170011,2015,S.73.4.9.008
153170015,2015,S.69.4.13.001
153170086,2015,S.55.7.106.001
153170122,2015,S.49.7.256.001
153170273,2015,S.56.4.80.003
153180015,2015,S.73.4.48.001
153180078,2015,S.69.4.9.002
153180079,2015,S.56.4.19.004
153180124,2015,S.73.4.2.006
153190032,2015,S.73.4.7.002
153190117,2015,S.69.4.21.004
153190196,2015,S.43.4.7.004
153200010,2015,S.86.4.19.003
153200024,2015,S.73.4.7.002
153200055,2015,S.55.4.22.003
153200063,2015,S.56.4.13.001
153200090,2015,S.43.4.9.005
153200147,2015,S.55.4.2.001
153200153,2015,S.69.4.32.001
153200155,2015,S.55.4.36.001
153200167,2015,S.55.4.2.001
153200195,2015,S.69.4.6.003
153200275,2015,S.69.4.9.001
153210008,2015,S.43.4.8.001
153210121,2015,S.55.4.22.001
153210126,2015,S.69.4.5.006
153210133,2015,S.69.4.48.005
153210161,2015,S.86.7.119.002
153210181,2015,S.86.4.39.0012
153210182,2015,S.86.4.5.006
153210231,2015,S.55.4.25.003
153210245,2015,S.43.4.9.004
153220016,2015,S.69.4.23.004
153220025,2015,S.69.4.101.002
153220036,2015,S.73.4.9.008
153220043,2015,S.73.4.133.001
153220106,2015,S.43.4.15.002
153220125,2015,S.73.4.7.002
153230008,2015,S.73.4.1.003
153230028,2015,S.43.4.16.002
153230032,2015,S.55.4.22.003
153230043,2015,S.56.4.14.003
153230052,2015,S.86.4.19.003
153230056,2015,S.55.4.2.001
153230102,2015,S.73.7.152.001
153230127,2015,S.86.4.30.006
153230137,2015,S.73.4.10.002
153230138,2015,S.73.7.131.001
153230139,2015,S.73.4.1.002
153230168,2015,S.69.4.91.001
153230171,2015,S.73.4.9.006
153230176,2015,S.49.4.45.001
153230177,2015,S.86.4.19.004
153230181,2015,S.73.4.3.001
153230182,2015,S.73.4.50.001
153230225,2015,S.86.7.134.001
153230308,2015,S.69.4.42.001
153230310,2015,S.69.4.43.003
153240006,2015,S.86.4.75.003
153240013,2015,S.55.4.34.003
153240015,2015,S.69.4.14.002
153240022,2015,S.73.4.75.002
153240035,2015,S.73.7.174.001
153240036,2015,S.69.4.80.001
153240125,2015,S.69.4.13.001
153240289,2015,S.56.4.29.001
153250012,2015,S.86.4.30.009
153250031,2015,S.55.4.9.002
153250059,2015,S.69.4.110.002
153250074,2015,S.69.4.144.001
153250095,2015,S.73.4.81.001
153260115,2015,S.73.4.136.001
153270036,2015,S.56.4.34.001
153270060,2015,S.49.4.34.001
153270088,2015,S.73.4.17.002
153270121,2015,S.43.4.2.003
153270139,2015,S.69.4.5.003
153270148,2015,S.56.4.1.002
153270154,2015,S.55.4.8.004
153270160,2015,S.69.4.54.001
153270175,2015,S.69.4.6.003
153270186,2015,S.55.4.22.003
153270189,2015,S.73.4.75.002
153270196,2015,S.73.4.10.002
153270363,2015,S.47.4.34.001
153270396,2015,S.49.4.76.001
153270442,2015,S.55.7.128.001
153280003,2015,S.73.4.75.002
153280028,2015,S.73.4.17.002
153280033,2015,S.73.4.2.003
153280043,2015,S.73.4.75.002
153280045,2015,S.73.4.47.001
153280066,2015,S.73.4.1.003
153280084,2015,S.55.4.15.001
153280101,2015,S.73.4.75.002
153280111,2015,S.55.4.5.003
153280129,2015,S.43.4.8.001
153280186,2015,S.86.7.134.001
153290027,2015,S.73.4.7.002
153290080,2015,S.69.4.54.001
153290097,2015,S.73.4.1.002
153290154,2015,S.69.4.6.003
153290188,2015,S.69.4.3.002
153290201,2015,S.73.4.30.003
153290288,2015,S.69.7.404.001
153300037,2015,S.69.4.90.001
153310016,2015,S.69.4.34.001
153310049,2015,S.49.4.1.007
153310054,2015,S.73.4.115.001
153310057,2015,S.73.4.2.001
153310119,2015,S.73.4.75.002
153320002,2015,S.86.4.19.003
153320014,2015,S.69.7.530.001
153320046,2015,S.73.4.134.003
153320052,2015,S.55.4.4.001
153320064,2015,S.86.4.37.009
153320075,2015,S.69.4.42.001
153320077,2015,S.73.4.2.003
153320086,2015,S.55.7.133.001
153330019,2015,S.73.4.44.002
153330081,2015,S.73.4.7.002
153330114,2015,S.73.4.7.001
153330134,2015,S.73.4.7.001
153340128,2015,S.47.4.3.001
153340212,2015,S.43.4.16.002
153340308,2015,S.73.4.12.001
153340334,2015,S.86.4.30.007
153340342,2015,S.86.4.75.001
153340351,2015,S.73.4.47.001
153340357,2015,S.73.4.44.001
153340376,2015,S.55.7.129.001
153340529,2015,S.73.7.186.002
153350026,2015,S.43.4.25.003
153350038,2015,S.55.4.4.001
153350043,2015,S.56.4.1.002
153350061,2015,S.43.4.116.001
153350073,2015,S.73.4.75.002
153350077,2015,S.73.4.75.002
153350097,2015,S.73.4.4.003
153350131,2015,S.69.4.90.001
153350137,2015,S.69.7.286.001
153350142,2015,S.49.4.21.002
153350144,2015,S.86.4.14.001
153350173,2015,S.56.4.8.002
153350178,2015,S.55.4.22.004
153350189,2015,S.86.4.7.007
153350199,2015,S.73.4.75.002
153350210,2015,S.69.7.847.001
153350223,2015,S.69.4.90.001
153350225,2015,S.86.7.106.004
153350240,2015,S.73.4.9.006
153350271,2015,S.86.4.19.004
